id_estudante,matricula,nome,id_curso,ano_ingresso,situacao,bairro,cidade,idade
193,4815967224,Alexia Garcia,2,2026,ATIVO,Ouro Preto,Maceió,30
194,8360541068,Gael Henrique Cardoso,6,2024,ATIVO,Bom Parto,Maceió,25
195,3725875055,Davi Lucas Pastor,2,2022,ATIVO,Rio Novo,Maceió,32
196,3198600721,Henry Vargas,5,2025,ATIVO,Tabuleiro do Martins,Maceió,19
197,7597898212,Luiz Felipe Santos,2,2022,ATIVO,Ponta Grossa,Maceió,17
198,4191237128,Guilherme Andrade,2,2023,ATIVO,Chã de Bebedouro,Maceió,20
199,826804860,Gabrielly Cunha,5,2024,TRANCADO,Ouro Preto,Maceió,18
200,27716192,Julia Melo,7,2026,TRANCADO,Feitosa,Maceió,16
201,5870143792,João Vitor Almeida,4,2026,ATIVO,Pajuçara,Maceió,24
202,7067967545,Enzo Pacheco,2,2026,ATIVO,Gruta de Lourdes,Maceió,30
203,4101932301,Murilo da Paz,2,2026,ATIVO,Trapiche da Barra,Maceió,35
204,7893353871,Ravy Farias,6,2022,ATIVO,Chã da Jaqueira,Maceió,21
205,7103563855,Pietra Ramos,5,2025,ATIVO,Poço,Maceió,25
206,2122890476,Ana da Cunha,6,2024,ATIVO,Ipioca,Maceió,35
207,4682291027,Arthur Lima,5,2024,ATIVO,Prado,Maceió,27
208,8262035557,Agatha Cavalcanti,4,2024,ATIVO,Cidade Universitária,Maceió,34
209,5895575988,João Gabriel Dias,6,2023,ATIVO,Clima Bom,Maceió,22
210,5434447140,Igor Rios,5,2026,ATIVO,Guaxuma,Maceió,19
211,2312926809,Rodrigo Barbosa,2,2025,ATIVO,Petrópolis,Maceió,24
212,3388763677,Gabriela Camargo,2,2023,EVADIDO,Pescaria,Maceió,35
213,5772712311,Joaquim Aragão,3,2022,ATIVO,Barro Duro,Maceió,27
214,3598093930,Isis Novais,5,2026,ATIVO,Praia das Conchas,Barra de São Miguel,24
215,1703405199,Alana Fernandes,5,2026,ATIVO,Chã da Jaqueira,Maceió,35
216,1350256455,Juliana Monteiro,7,2022,ATIVO,Jatiúca,Maceió,32
217,767898237,Alícia Ribeiro,4,2024,ATIVO,Centro,Maceió,32
218,265421606,Leandro Fogaça,5,2025,ATIVO,Mangabeiras,Maceió,16
219,2015670281,Davi Miguel da Paz,5,2026,ATIVO,Pescaria,Maceió,27
220,7090676234,Joana da Cruz,6,2022,ATIVO,Jacintinho,Maceió,19
221,1027070306,José Lopes,3,2026,ATIVO,Tabuleiro do Martins,Maceió,22
222,4006968319,Antonella Novais,1,2024,ATIVO,Pontal da Barra,Maceió,22
223,755780439,Evelyn Dias,3,2022,ATIVO,Santa Lúcia,Maceió,21
224,6397889725,Igor Cunha,2,2026,ATIVO,Canaã,Maceió,29
225,8288050514,Mirella da Mota,4,2024,ATIVO,Cidade Universitária,Maceió,19
226,5139312983,João Miguel Moreira,7,2025,TRANCADO,Bom Parto,Maceió,20
227,8750657180,Luigi Martins,1,2025,EVADIDO,Pitanguinha,Maceió,23
228,881435330,Ana Carolina Cavalcanti,5,2024,ATIVO,Petrópolis,Maceió,34
229,5144941014,Alice Barbosa,6,2023,ATIVO,Ponta Verde,Maceió,30
230,373999192,Josué Borges,4,2025,ATIVO,Fernão Velho,Maceió,24
231,529712204,Bruno Almeida,1,2026,ATIVO,Santos Dumont,Maceió,32
232,8248634004,Erick Macedo,5,2022,ATIVO,Pinheiro,Maceió,30
233,4496431009,Ravy Costa,6,2023,ATIVO,Ouro Preto,Maceió,18
234,6496471204,Luiz Gustavo Cavalcanti,1,2023,ATIVO,Rio Novo,Maceió,23
235,7254174939,Lorena Peixoto,2,2023,ATIVO,Ponta da Terra,Maceió,23
236,8773371944,Guilherme Aparecida,6,2024,TRANCADO,Santa Amélia,Maceió,18
237,9947949552,Isabela Pimenta,1,2023,ATIVO,Pontal da Barra,Maceió,29
238,2006508690,Yuri Leão,3,2026,ATIVO,Tabuleiro do Martins,Maceió,26
239,3199993498,Arthur Gabriel Castro,4,2024,ATIVO,Jatiúca,Maceió,30
240,3234108234,Davi Lucca Cavalcante,6,2023,EVADIDO,Mangabeiras,Maceió,16
241,6984619984,João Barros,5,2024,ATIVO,Ponta Verde,Maceió,32
242,3364350744,Valentim Vargas,7,2022,ATIVO,Pescaria,Maceió,31
243,8667447947,Maysa Rocha,4,2024,EVADIDO,Ipioca,Maceió,17
244,6907440833,Júlia Souza,5,2026,ATIVO,Guaxuma,Maceió,34
245,9680035852,Caroline Novais,7,2022,ATIVO,Bebedouro,Maceió,31
246,8478804319,Manuella Sá,7,2025,ATIVO,Feitosa,Maceió,26
247,3727955725,Bernardo Ramos,6,2026,ATIVO,Pitanguinha,Maceió,35
248,298881691,Isabela Moura,2,2025,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores,23
249,9128343077,Mariah Teixeira,6,2023,TRANCADO,Gruta de Lourdes,Maceió,20
250,7127523103,João Miguel Gomes,7,2023,ATIVO,Piaçavas,Barra de São Miguel,28
251,9387883852,Brayan Peixoto,4,2022,ATIVO,Jacarecica,Maceió,27
252,5377570580,Eduardo Pires,1,2023,ATIVO,Chã da Jaqueira,Maceió,29
253,7647656189,Enzo Gabriel Fernandes,7,2025,ATIVO,Jaraguá,Maceió,27
254,1041662447,Lara da Mota,3,2026,ATIVO,Vergel do Lago,Maceió,21
255,9543523346,Bella Siqueira,7,2022,ATIVO,Cidade Universitária,Maceió,33
256,7758681761,Carolina Melo,3,2024,ATIVO,Bebedouro,Maceió,20
257,9784885768,Raul Cavalcanti,3,2022,ATIVO,Garça Torta,Maceió,33
258,6968329061,Vicente Marques,3,2026,ATIVO,Ouro Preto,Maceió,19
259,1204342449,Marcos Vinicius Sá,6,2023,ATIVO,Pescaria,Maceió,27
260,9137355315,Júlia Novais,3,2025,EVADIDO,Jacintinho,Maceió,18
261,387122755,Sophie Oliveira,6,2023,ATIVO,Ponta Verde,Maceió,27
262,2601483321,Maria Fernanda Correia,7,2025,ATIVO,Ponta da Terra,Maceió,19
263,2198205368,Bella Pereira,1,2023,ATIVO,Clima Bom,Maceió,27
264,8073465399,Thiago Guerra,5,2025,ATIVO,Poço,Maceió,30
265,7481541732,Bryan Marques,3,2025,ATIVO,Pinheiro,Maceió,19
266,1583530059,Cauã Sales,4,2024,ATIVO,Massaranduba,Arapiraca,23
267,2909530739,Bárbara Vieira,2,2026,ATIVO,Serraria,Maceió,17
268,9282713604,João Miguel Nunes,7,2023,ATIVO,Pontal da Barra,Maceió,21
269,9572653550,Ana Clara das Neves,2,2022,EVADIDO,Ouro Preto,Maceió,34
270,5233147034,Nicole da Cunha,4,2025,ATIVO,Antares,Maceió,24
271,3094095843,Gustavo Pastor,7,2025,ATIVO,Farol,Maceió,23
272,372315162,Ester Nascimento,6,2023,ATIVO,Ponta Verde,Maceió,19
273,2678119280,Paulo da Rosa,1,2022,ATIVO,Benedito Bentes,Maceió,35
274,3477543238,Bernardo Farias,6,2025,EVADIDO,Benedito Bentes,Maceió,21
275,7665957139,Igor Montenegro,7,2026,EVADIDO,Pontal da Barra,Maceió,23
276,3988457567,Murilo da Cruz,3,2025,ATIVO,Ponta Verde,Maceió,22
277,6496516864,Fernanda Novais,7,2024,ATIVO,Levada,Maceió,27
278,9990776387,Pietro Carvalho,2,2025,ATIVO,Prado,Maceió,33
279,3192425647,Nicolas Martins,5,2025,ATIVO,Feitosa,Maceió,24
280,6364769932,Luiz Fernando Barbosa,3,2024,ATIVO,Ipioca,Maceió,22
281,197861262,Stephany Rocha,1,2024,ATIVO,Ipioca,Maceió,29
282,2293969709,Mariane Nascimento,7,2022,ATIVO,Farol,Maceió,28
283,8835266390,Caleb Macedo,5,2025,EVADIDO,Centro,Maceió,23
284,6986774250,Allana Correia,5,2026,ATIVO,Ponta Grossa,Maceió,22
285,966355722,Vitor Ramos,5,2023,ATIVO,Benedito Bentes,Maceió,34
286,1668171531,Henry Gabriel Dias,3,2026,ATIVO,Santo Amaro,Maceió,28
287,8862906889,Pietra Andrade,2,2026,ATIVO,Chã de Bebedouro,Maceió,22
288,3241030104,Maria Luiza Souza,5,2026,ATIVO,Antares,Maceió,22
289,576183151,Gael da Mata,2,2022,ATIVO,Jardim Petrópolis,Maceió,27
290,1565122388,Ravy da Rocha,5,2024,ATIVO,Chã de Bebedouro,Maceió,25
291,6269937114,Maria Júlia Viana,3,2025,ATIVO,Rio Novo,Maceió,24
292,4293492114,Théo Aparecida,6,2022,ATIVO,Canaã,Maceió,26
293,9953420015,Ravi Andrade,1,2024,TRANCADO,Pinheiro,Maceió,20
294,3170552729,Ester Castro,1,2025,ATIVO,Ouro Preto,Maceió,21
295,7992851207,Maria Flor Farias,5,2025,ATIVO,Levada,Maceió,22
296,156692289,Juliana Oliveira,1,2026,ATIVO,Gruta de Lourdes,Maceió,20
297,7431704473,Guilherme Peixoto,4,2026,ATIVO,Ipioca,Maceió,28
298,3739556270,Vitória Cassiano,1,2022,EVADIDO,Prado,Maceió,18
299,930374134,Luísa Campos,7,2024,ATIVO,Benedito Bentes,Maceió,35
300,4767238268,Clara Araújo,6,2023,ATIVO,Levada,Maceió,30
301,4957878270,Henry Gabriel da Cunha,7,2023,ATIVO,Ouro Preto,Maceió,17
302,3099570805,Cecília Almeida,1,2022,TRANCADO,Antares,Maceió,17
303,5400585951,Gael Henrique Garcia,1,2024,ATIVO,Bebedouro,Maceió,22
304,1333673469,Sara Porto,6,2026,ATIVO,Fernão Velho,Maceió,24
305,3480233843,Maria Eduarda da Conceição,6,2022,ATIVO,Chã de Bebedouro,Maceió,17
306,4844501664,Alexandre Vieira,6,2026,ATIVO,Santa Lúcia,Maceió,16
307,2960009120,Sophie Albuquerque,2,2025,ATIVO,Ponta Verde,Maceió,19
308,7649120264,Heloísa Vargas,2,2022,ATIVO,Mangabeiras,Maceió,30
309,3096076911,Diego Teixeira,3,2022,ATIVO,Tabuleiro do Martins,Maceió,21
310,8754944857,Arthur Miguel Duarte,7,2022,ATIVO,Pontal da Barra,Maceió,17
311,1106584777,Isabelly Ribeiro,5,2022,EVADIDO,Prado,Maceió,32
312,4526523644,Vitor Barros,1,2022,ATIVO,Rio Novo,Maceió,20
313,4748591024,Beatriz Martins,3,2022,ATIVO,Ipioca,Maceió,19
314,957366326,Maria Cecília Rodrigues,3,2023,ATIVO,Santa Lúcia,Maceió,33
315,4734533512,Joana Lopes,6,2026,ATIVO,Guaxuma,Maceió,16
316,306747511,Rebeca Sales,6,2024,ATIVO,Cidade Universitária,Maceió,16
317,5098000394,Ágatha Pacheco,5,2025,EVADIDO,Santo Amaro,Maceió,28
318,2703153330,Alice Castro,4,2026,ATIVO,Chã de Bebedouro,Maceió,29
319,2603041172,Ian Ferreira,3,2025,ATIVO,Santo Amaro,Maceió,16
320,6492037127,Helena Pastor,6,2023,ATIVO,Fernão Velho,Maceió,35
321,7833323653,Emanuelly Costa,5,2025,ATIVO,Riacho Doce,Maceió,16
322,5741486543,Camila Abreu,2,2022,ATIVO,Poço,Maceió,19
323,4499281422,Isis da Costa,1,2024,ATIVO,Bebedouro,Maceió,22
324,5583728828,Caroline Pacheco,1,2023,ATIVO,Farol,Maceió,29
325,221580969,Gael Cirino,4,2024,EVADIDO,São Jorge,Maceió,23
326,9566887774,Emanuella Costela,7,2023,ATIVO,Jatiúca,Maceió,20
327,8797066138,Alexandre Duarte,6,2024,ATIVO,Chã da Jaqueira,Maceió,31
328,6146169005,Léo Correia,7,2024,TRANCADO,Serraria,Maceió,19
