id_estudante,matricula,nome,id_curso,ano_ingresso,situacao,bairro,cidade
50,6573580864,Davi da Mota,3,2022,EVADIDO,Chã da Jaqueira,Maceió
51,7339174554,Yago Vieira,3,2023,TRANCADO,Pescaria,Maceió
52,3555118140,Joaquim Alves,1,2022,TRANCADO,Antares,Maceió
53,6330874691,Gabrielly Monteiro,7,2023,TRANCADO,Cidade Universitária,Maceió
54,2039744696,Sra. Ana Carolina Pacheco,4,2024,EVADIDO,São Jorge,Maceió
55,8817705393,Breno da Luz,6,2024,ATIVO,São Jorge,Maceió
56,9951684315,Joaquim Rezende,5,2022,TRANCADO,Chã de Bebedouro,Maceió
57,6252684941,Thomas Costa,2,2022,ATIVO,Jacintinho,Maceió
58,339017518,Leandro Porto,1,2022,ATIVO,Santa Amélia,Maceió
59,2136944847,Davi Teixeira,7,2023,ATIVO,Santa Lúcia,Maceió
60,7785274279,José Pedro Camargo,1,2025,EVADIDO,Ouro Preto,Maceió
61,8784020018,Gustavo Henrique Almeida,6,2022,EVADIDO,Mutange,Maceió
62,9569726606,Juan Jesus,5,2026,TRANCADO,Santos Dumont,Maceió
63,1551869094,Anthony Gabriel Barros,3,2025,EVADIDO,Santos Dumont,Maceió
64,8774171997,Isabella da Conceição,6,2024,EVADIDO,Pedro Sales de Barros,Olho d'Água das Flores
65,1467318227,Alícia Gonçalves,2,2023,ATIVO,São Jorge,Maceió
66,7403450191,Ágatha Andrade,1,2023,TRANCADO,Planalto,Arapiraca
67,1694593807,Dr. Ravi Cavalcanti,1,2023,TRANCADO,Xucurus,Palmeira dos Índios
68,1654554631,Pedro Miguel da Luz,6,2022,EVADIDO,Cruz das Almas,Maceió
69,3919890546,Kamilly Montenegro,5,2023,TRANCADO,Jardim Petrópolis,Maceió
70,1451570463,José Pedro Vasconcelos,5,2026,EVADIDO,Petrópolis,Maceió
71,4213113273,Luan Nascimento,2,2025,EVADIDO,Guaxuma,Maceió
72,3301601398,Amanda Rocha,4,2022,EVADIDO,Jaraguá,Maceió
73,5154976119,Guilherme da Paz,5,2022,EVADIDO,Jatiúca,Maceió
74,3118148853,Theo das Neves,2,2025,ATIVO,Gruta de Lourdes,Maceió
75,3245285578,Gustavo Albuquerque,5,2023,EVADIDO,Santa Amélia,Maceió
76,3472005339,Luiz Otávio Novaes,2,2023,TRANCADO,São Jorge,Maceió
77,9878113830,Laura Marques,6,2022,TRANCADO,Poço,Maceió
78,3357240690,Sr. Miguel Câmara,3,2022,TRANCADO,Poço,Maceió
79,223492040,Kaique Mendes,2,2023,ATIVO,Poço,Maceió
80,8413611965,Thales Barros,6,2023,TRANCADO,Pontal da Barra,Maceió
81,6122609803,Dra. Rebeca Moreira,2,2022,EVADIDO,Pajuçara,Maceió
82,5084917989,Emanuelly Novaes,3,2022,TRANCADO,Barro Duro,Maceió
83,8354281358,Heloisa Rodrigues,5,2026,ATIVO,Ponta Grossa,Maceió
84,3013270835,Maria Cecília Fonseca,6,2023,EVADIDO,Ipioca,Maceió
85,7042021979,Enzo Gabriel Pinto,1,2023,EVADIDO,Santa Lúcia,Maceió
86,4767583372,Luiz Henrique Nunes,3,2022,TRANCADO,Santo Amaro,Maceió
87,4250445662,Dra. Maysa Moreira,7,2025,TRANCADO,Garça Torta,Maceió
88,1691336994,Carlos Eduardo Viana,5,2023,TRANCADO,Pontal da Barra,Maceió
89,651365211,Thomas Abreu,3,2025,TRANCADO,Chã de Bebedouro,Maceió
90,2895378264,Theodoro Cassiano,4,2024,ATIVO,Mutange,Maceió
91,9522609043,Maya Cardoso,5,2023,EVADIDO,Garça Torta,Maceió
92,9111548970,Vitor da Mata,7,2025,EVADIDO,Jardim Tropical,Arapiraca
93,435675351,Maria Vitória Albuquerque,3,2024,ATIVO,Gruta de Lourdes,Maceió
94,2469592775,Ryan Gonçalves,7,2026,TRANCADO,Ipioca,Maceió
95,5246698255,Luiz Gustavo Moraes,4,2023,ATIVO,Pescaria,Maceió
96,8433209089,Emanuella da Mata,7,2023,ATIVO,Clima Bom,Maceió
97,1064674048,Igor Sá,1,2024,ATIVO,Poço,Maceió
98,7543712459,João Rocha,4,2023,EVADIDO,Bom Parto,Maceió
99,8347050657,Nina Machado,6,2025,TRANCADO,Santo Amaro,Maceió
100,4637950291,Vicente Siqueira,2,2026,TRANCADO,Riacho Doce,Maceió
101,7937780488,Pietro Silveira,3,2023,ATIVO,Trapiche da Barra,Maceió
102,2027164097,Sra. Clarice Andrade,7,2026,ATIVO,Barro Duro,Maceió
103,9581434782,Vinicius Macedo,1,2025,EVADIDO,Jardim Petrópolis,Maceió
104,4401754262,Camila Moraes,6,2026,EVADIDO,Jacintinho,Maceió
105,3371851689,Antônio Nunes,7,2023,EVADIDO,Jardim Petrópolis,Maceió
106,2276515128,Ian Leão,7,2023,EVADIDO,Jardim Petrópolis,Maceió
107,8252990448,Maria Flor Gonçalves,1,2025,TRANCADO,Pitanguinha,Maceió
108,6844836824,Francisco Ferreira,6,2022,ATIVO,Farol,Maceió
109,4342611980,Otto Albuquerque,2,2026,ATIVO,Ipioca,Maceió
110,1791890268,Heitor Camargo,6,2026,EVADIDO,Raimundo Marinho,Penedo
111,2368235593,Pedro Miguel Barros,3,2026,EVADIDO,Santa Amélia,Maceió
112,460345790,Ester Monteiro,4,2024,TRANCADO,Trapiche da Barra,Maceió
113,934460600,Benicio da Rosa,2,2025,EVADIDO,Trapiche da Barra,Maceió
114,1490289705,Maria Sophia Martins,2,2025,TRANCADO,Gruta de Lourdes,Maceió
115,7885249573,Thomas Sampaio,2,2022,EVADIDO,Prado,Maceió
116,1261782758,Isabelly Cavalcanti,5,2022,ATIVO,Clima Bom,Maceió
117,4900922546,Juliana Cavalcanti,6,2026,EVADIDO,Poço,Maceió
118,7803719651,Cecília da Conceição,2,2025,ATIVO,Jatiúca,Maceió
119,6825317841,Sra. Ana Vitória Mendes,5,2024,ATIVO,Jaraguá,Maceió
120,4281809362,Dra. Stephany Siqueira,4,2022,TRANCADO,Rio Novo,Maceió
121,4259891471,Dra. Evelyn Cavalcanti,2,2026,ATIVO,Ponta Verde,Maceió
122,3132560495,Srta. Joana da Paz,3,2024,TRANCADO,Fernão Velho,Maceió
123,1488586395,Gabrielly Gonçalves,2,2025,TRANCADO,Pontal da Barra,Maceió
124,1658529299,Pedro Novais,1,2024,TRANCADO,Canaã,Maceió
125,4322442583,Antony Casa Grande,6,2023,EVADIDO,Benedito Bentes,Maceió
126,7187884331,Liz Duarte,2,2023,EVADIDO,Levada,Maceió
127,7667493241,Eloah Teixeira,4,2023,TRANCADO,Feitosa,Maceió
128,3839730069,Daniela Gonçalves,5,2026,ATIVO,Jacintinho,Maceió
129,8252561704,Isabella Carvalho,4,2022,ATIVO,Canaã,Maceió
130,6622244291,Lucas Castro,7,2023,EVADIDO,Fernão Velho,Maceió
131,8171173031,Ana Lima,1,2023,TRANCADO,Fernão Velho,Maceió
132,1026605866,Yan Barbosa,7,2023,TRANCADO,Santa Edwiges,Arapiraca
133,7629026531,Dr. Ravi Lucca Peixoto,5,2023,ATIVO,Jacintinho,Maceió
134,274215109,Bernardo Aragão,1,2025,ATIVO,Chã de Bebedouro,Maceió
135,7758048808,Maria Fernanda Andrade,6,2025,ATIVO,Barro Duro,Maceió
136,7384279669,Mariane Melo,7,2023,TRANCADO,Guaxuma,Maceió
137,7617551081,Paulo Borges,7,2022,ATIVO,Canaã,Maceió
138,7409754576,Diogo Fogaça,2,2024,EVADIDO,Garça Torta,Maceió
139,7995009269,Miguel Santos,2,2025,TRANCADO,Cruz das Almas,Maceió
140,2867116470,Igor Viana,7,2023,ATIVO,Chã de Bebedouro,Maceió
141,6856509688,Vitor Hugo Fonseca,3,2025,EVADIDO,Petrópolis,Maceió
142,1682679357,Caio Brito,2,2026,ATIVO,Ouro Preto,Maceió
143,9254668191,Hellena Silva,6,2024,EVADIDO,Ponta da Terra,Maceió
144,3712044753,Calebe Melo,7,2022,ATIVO,Serraria,Maceió
145,4290754419,Clara Silva,2,2023,TRANCADO,Pajuçara,Maceió
146,1288621209,Emilly Freitas,5,2025,ATIVO,Pajuçara,Maceió
147,9177932999,Alexia Almeida,4,2023,ATIVO,Antares,Maceió
148,8334235753,Sr. Vicente da Costa,2,2022,EVADIDO,Santa Amélia,Maceió
149,3681007456,João da Rosa,3,2023,EVADIDO,Guaxuma,Maceió
150,6128085300,Melissa Fonseca,5,2025,ATIVO,Tabuleiro do Martins,Maceió
151,6769570972,Gustavo Borges,1,2024,TRANCADO,Pedro Sales de Barros,Olho d'Água das Flores
152,7406750069,Alana Albuquerque,1,2024,EVADIDO,Rio Novo,Maceió
153,2188048430,Dr. Murilo Castro,2,2024,TRANCADO,Feitosa,Maceió
154,8548755788,Sr. Benicio Viana,3,2022,TRANCADO,Chã da Jaqueira,Maceió
155,6697459708,Cecilia da Luz,2,2025,EVADIDO,Santa Lúcia,Maceió
156,7600210417,Srta. Cecília Lima,2,2024,ATIVO,São Jorge,Maceió
157,6594777223,Rael Moreira,7,2026,EVADIDO,Jacintinho,Maceió
158,372260102,Srta. Marcela Sales,6,2022,ATIVO,Pitanguinha,Maceió
159,1632693594,Laura Cassiano,2,2023,ATIVO,Pajuçara,Maceió
160,6959318353,Pietro Costa,6,2024,ATIVO,Cruz das Almas,Maceió
161,8219540844,Gustavo Henrique da Mota,3,2024,ATIVO,Prado,Maceió
162,2903854442,Benicio Pereira,2,2024,EVADIDO,Fernão Velho,Maceió
163,7451364523,Emanuella Siqueira,4,2026,ATIVO,Santo Amaro,Maceió
164,3952586751,Bianca Peixoto,4,2023,TRANCADO,Mutange,Maceió
165,4888948140,Dra. Ana Lívia Rodrigues,2,2026,TRANCADO,Garça Torta,Maceió
166,8402530944,Ana Clara Guerra,2,2022,EVADIDO,Rio Novo,Maceió
167,1259179340,Ana Beatriz Albuquerque,3,2022,EVADIDO,Pedro Sales de Barros,Olho d'Água das Flores
168,594558606,Eloah Nascimento,3,2024,TRANCADO,Feitosa,Maceió
169,2001366117,Nina Pastor,5,2023,EVADIDO,Chã da Jaqueira,Maceió
170,5557961264,Bruna Camargo,2,2024,ATIVO,Santa Lúcia,Maceió
171,5771754961,Dra. Hellena Vargas,3,2024,EVADIDO,Fernão Velho,Maceió
172,4735053556,Sr. Benicio Nascimento,4,2025,EVADIDO,Vergel do Lago,Maceió
173,2658760024,Matheus Nascimento,5,2024,TRANCADO,Ponta da Terra,Maceió
174,559098509,Enzo Caldeira,2,2025,TRANCADO,Chã da Jaqueira,Maceió
175,776479652,Sophie Cavalcanti,7,2022,EVADIDO,Jaraguá,Maceió
176,4446357939,Dr. Apollo Almeida,2,2023,ATIVO,Jatiúca,Maceió
177,3868692993,Joaquim Albuquerque,5,2026,EVADIDO,Petrópolis,Maceió
178,2683048868,Beatriz Aparecida,1,2025,TRANCADO,Santos Dumont,Maceió
179,2169546164,Maria Luiza Santos,3,2026,TRANCADO,Riacho Doce,Maceió
180,4646398702,Emilly Lopes,7,2024,EVADIDO,Chã de Bebedouro,Maceió
181,6026695598,Maysa Sá,6,2024,EVADIDO,Bom Parto,Maceió
182,6843631816,Marcelo Nogueira,6,2023,ATIVO,Petrópolis,Maceió
183,7834155717,Bernardo Cunha,1,2024,TRANCADO,Mutange,Maceió
184,8822625825,Sr. Apollo Porto,5,2023,EVADIDO,Canaã,Maceió
185,5807585441,Samuel Duarte,4,2026,TRANCADO,Praia das Conchas,Barra de São Miguel
186,9834455300,Mirella das Neves,3,2022,ATIVO,Ponta Verde,Maceió
187,1883440834,Rhavi Moura,7,2024,EVADIDO,Pinheiro,Maceió
188,3707121136,Dr. Otto Sá,3,2022,EVADIDO,Jaraguá,Maceió
189,6565124985,Dra. Cecília Cirino,3,2026,EVADIDO,Feitosa,Maceió
190,9340411951,Matteo Fonseca,1,2026,EVADIDO,Chã de Bebedouro,Maceió
191,8903055444,Maria Julia da Mata,7,2022,ATIVO,Jacintinho,Maceió
192,355196176,Arthur Miguel Azevedo,3,2024,ATIVO,Ouro Preto,Maceió
193,4183509184,Augusto Câmara,1,2023,ATIVO,Riacho Doce,Maceió
194,3835889083,Gabriel Ribeiro,6,2026,TRANCADO,Antares,Maceió
195,1310478681,Maria Sophia Gomes,7,2025,TRANCADO,Garça Torta,Maceió
196,3333244285,Dr. Benicio Correia,4,2023,ATIVO,Trapiche da Barra,Maceió
197,5563808452,José Miguel da Mota,6,2023,ATIVO,Santos Dumont,Maceió
198,5757102081,Giovanna Duarte,3,2023,ATIVO,Ponta Verde,Maceió
199,3687966913,Julia Caldeira,6,2025,TRANCADO,Pontal da Barra,Maceió
200,7255640126,Davi Luiz Cavalcanti,4,2023,TRANCADO,Tabuleiro do Martins,Maceió
201,6598047393,José Viana,3,2024,EVADIDO,Cidade Universitária,Maceió
202,8215032385,Maya Ribeiro,4,2023,TRANCADO,Rio Novo,Maceió
203,3415067979,Yago Ramos,2,2022,TRANCADO,Clima Bom,Maceió
204,7374721188,Rael Garcia,2,2022,TRANCADO,Jacintinho,Maceió
205,8855432732,Emilly Fonseca,6,2026,TRANCADO,Cruz das Almas,Maceió
206,8437518504,Felipe Moraes,3,2022,ATIVO,Petrópolis,Maceió
207,674417241,Antonella Rios,7,2026,TRANCADO,Serraria,Maceió
208,8300730456,Ana Laura Rezende,3,2025,ATIVO,Chã da Jaqueira,Maceió
209,4387350781,Ravy Teixeira,4,2023,EVADIDO,Santo Amaro,Maceió
210,9786110991,Gustavo Silveira,2,2022,TRANCADO,Centro Histórico,Penedo
211,3956946540,Maria Helena Freitas,5,2023,ATIVO,Garça Torta,Maceió
212,7441768493,Pedro Nunes,4,2022,ATIVO,Jaraguá,Maceió
213,6365231187,Diogo Santos,3,2024,ATIVO,Feitosa,Maceió
214,2292275813,Ana Lívia Lima,1,2022,TRANCADO,Sonho Verde,Palmeira dos Índios
215,3420316733,Luan Caldeira,4,2024,TRANCADO,Levada,Maceió
216,719052127,Gael Henrique Duarte,1,2023,EVADIDO,Rio Novo,Maceió
217,9104686595,Laís Porto,3,2022,TRANCADO,Mutange,Maceió
218,4752938009,Cauã Machado,3,2022,TRANCADO,Chã de Bebedouro,Maceió
219,8512226079,Cauã Moreira,7,2023,EVADIDO,Guaxuma,Maceió
220,2885339931,Sra. Manuela Andrade,6,2025,ATIVO,Ipioca,Maceió
221,538479964,Sr. Igor Teixeira,5,2024,ATIVO,Trapiche da Barra,Maceió
222,1946246768,Luiz Felipe Andrade,6,2023,ATIVO,Chã da Jaqueira,Maceió
223,4316887296,Dr. Danilo Guerra,3,2025,TRANCADO,Pescaria,Maceió
224,6386186013,Anthony Gabriel Rodrigues,6,2023,EVADIDO,Farol,Maceió
225,2807013141,Valentim da Paz,1,2024,EVADIDO,Rio Novo,Maceió
226,5425868787,Thales Rios,3,2024,EVADIDO,Bebedouro,Maceió
227,7595802687,Ana Lívia Albuquerque,5,2024,ATIVO,Vergel do Lago,Maceió
228,751538648,Raul Oliveira,7,2022,TRANCADO,Centro Histórico,Penedo
229,6872286601,Camila Lopes,4,2022,EVADIDO,Pinheiro,Maceió
230,6942932841,Vitor Gabriel Aparecida,2,2022,ATIVO,Benedito Bentes,Maceió
231,2050462345,Sra. Luana Costela,7,2023,EVADIDO,Poço,Maceió
232,7757581889,Maria Alice Alves,7,2024,ATIVO,Riacho Doce,Maceió
233,7854895605,Sr. Brayan Lima,4,2024,ATIVO,Barro Duro,Maceió
234,683185003,Aurora da Cruz,1,2022,TRANCADO,Cruz das Almas,Maceió
235,756292556,Clarice Lopes,6,2023,EVADIDO,Rio Novo,Maceió
236,3124599063,Maya da Paz,2,2026,EVADIDO,Santo Amaro,Maceió
237,2145210051,Gabrielly das Neves,7,2025,EVADIDO,Novo Horizonte,Arapiraca
238,4028095830,Ana Laura Rezende,7,2025,EVADIDO,Guaxuma,Maceió
239,3243514865,Lavínia da Rocha,3,2025,EVADIDO,Feitosa,Maceió
240,5822827309,Dr. Noah Monteiro,4,2025,EVADIDO,Pajuçara,Maceió
241,3667142350,Dra. Letícia Vargas,5,2022,EVADIDO,Jacarecica,Maceió
242,4404716560,Ana Luiza Araújo,3,2022,ATIVO,Ponta da Terra,Maceió
243,6534426734,Laís Câmara,1,2024,ATIVO,Bom Parto,Maceió
244,4882351615,Camila Vasconcelos,1,2026,ATIVO,Rio Novo,Maceió
245,522548099,Ana Clara Castro,7,2024,TRANCADO,Cidade Universitária,Maceió
246,5374244288,Evelyn Siqueira,5,2023,EVADIDO,Pescaria,Maceió
247,4684968987,Noah Macedo,2,2025,EVADIDO,Garça Torta,Maceió
248,2947836454,André Dias,1,2022,TRANCADO,Pitanguinha,Maceió
249,9399285827,Sra. Maria Vitória Montenegro,2,2024,EVADIDO,Jatiúca,Maceió
250,8035822847,Isadora Dias,6,2024,TRANCADO,Mutange,Maceió
251,7202965174,Rodrigo da Mata,7,2023,EVADIDO,Antares,Maceió
252,73602848,Sr. Leandro Azevedo,2,2026,TRANCADO,Guaxuma,Maceió
253,1126681465,Pedro Miguel Castro,1,2025,ATIVO,Petrópolis,Maceió
254,8802568282,Joana Aragão,6,2026,TRANCADO,Poço,Maceió
255,6952522454,Antonella da Mota,2,2022,EVADIDO,Jacintinho,Maceió
256,5715007251,Rhavi Almeida,2,2023,TRANCADO,Jardim Petrópolis,Maceió
257,6569918767,Catarina Fogaça,5,2025,ATIVO,Centro,Maceió
258,209572061,Maria Helena Rezende,2,2022,ATIVO,Garça Torta,Maceió
259,4384558666,Alice Garcia,3,2024,TRANCADO,Ponta Verde,Maceió
260,5311413387,Davi Luiz Sá,1,2024,TRANCADO,Trapiche da Barra,Maceió
261,3042223632,Sr. Caleb Vieira,2,2026,EVADIDO,Santa Lúcia,Maceió
262,2711263664,Sr. Miguel Fonseca,7,2022,TRANCADO,Santo Amaro,Maceió
263,2661954186,Emanuella Jesus,6,2023,ATIVO,Pontal da Barra,Maceió
264,5518663616,Benício da Conceição,7,2022,ATIVO,Clima Bom,Maceió
265,1874687934,Benjamin Casa Grande,7,2024,EVADIDO,Canafístula,Arapiraca
266,8772009245,Stella Oliveira,3,2025,ATIVO,Centro Histórico,Penedo
267,4001597437,Dra. Olivia Brito,5,2022,EVADIDO,Ponta Verde,Maceió
268,3518651969,Vitor Gabriel Sales,4,2023,TRANCADO,Jardim Petrópolis,Maceió
269,8845445872,Renan Cunha,7,2025,ATIVO,Pontal da Barra,Maceió
270,1241084969,Emanuel Cardoso,5,2026,TRANCADO,Farol,Maceió
271,7696275960,Luara Campos,1,2026,TRANCADO,Antares,Maceió
272,7407136788,Matheus Moura,4,2024,TRANCADO,Ponta Grossa,Maceió
273,8436493346,Matteo Sales,4,2024,EVADIDO,Jaraguá,Maceió
274,7244196189,Vitor Ramos,7,2025,EVADIDO,Cruz das Almas,Maceió
275,5142438725,Nicolas Pacheco,7,2023,EVADIDO,Pajuçara,Maceió
276,9071762089,Gabriela Rodrigues,1,2025,TRANCADO,Jatiúca,Maceió
277,7015906091,Zoe Pacheco,3,2025,TRANCADO,Cidade Universitária,Maceió
278,933570714,Dr. Kaique Brito,6,2026,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores
279,8913519110,Beatriz Dias,3,2023,EVADIDO,Pescaria,Maceió
280,5695842469,Anthony da Cruz,6,2025,EVADIDO,Pontal da Barra,Maceió
281,4700375742,Zoe Machado,3,2023,ATIVO,Ponta da Terra,Maceió
282,3855881508,Laura Vasconcelos,7,2025,TRANCADO,Cruz das Almas,Maceió
283,7127390824,Lorenzo Oliveira,4,2025,TRANCADO,Chã de Bebedouro,Maceió
284,6361797187,Benicio Cardoso,5,2024,EVADIDO,Jaraguá,Maceió
285,1873344549,Dr. Eduardo da Conceição,1,2022,ATIVO,Chã da Jaqueira,Maceió
286,5332797152,Carlos Eduardo Silveira,1,2024,TRANCADO,Gruta de Lourdes,Maceió
287,394499902,Julia Correia,5,2025,EVADIDO,Chã da Jaqueira,Maceió
288,3253518383,Nathan Pinto,7,2022,TRANCADO,Guaxuma,Maceió
289,5958315520,Nathan Siqueira,1,2022,EVADIDO,Bom Parto,Maceió
290,4539657258,Bruna Costa,1,2025,EVADIDO,Gruta de Lourdes,Maceió
291,8830537052,Sr. Guilherme Aragão,7,2024,ATIVO,Mangabeiras,Maceió
292,8512959016,Davi Luiz Sousa,3,2023,EVADIDO,Ponta da Terra,Maceió
293,3804894073,Henrique Lopes,1,2023,ATIVO,Levada,Maceió
294,9433916213,Luiz Henrique Sousa,7,2024,TRANCADO,Bom Parto,Maceió
295,8847676100,Carlos Eduardo Rezende,3,2026,TRANCADO,Benedito Bentes,Maceió
296,2336474682,Renan Moreira,4,2025,ATIVO,Ouro Preto,Maceió
297,2299802894,Srta. Stephany Silva,5,2026,ATIVO,Garça Torta,Maceió
298,985646149,Gustavo Siqueira,5,2024,ATIVO,Antares,Maceió
299,1423422126,Julia Freitas,3,2025,TRANCADO,Benedito Bentes,Maceió
300,5892034608,Brenda Teixeira,2,2024,ATIVO,Santo Amaro,Maceió
301,3696512013,Matteo Câmara,2,2024,ATIVO,Jacarecica,Maceió
302,1848146238,Josué Macedo,3,2024,ATIVO,Farol,Maceió
303,184867342,Nicolas Nascimento,6,2025,EVADIDO,Riacho Doce,Maceió
304,261975394,Gabriel Nunes,7,2024,EVADIDO,Jacintinho,Maceió
305,5570294609,Srta. Maria Vitória Pacheco,7,2025,TRANCADO,Pedro Sales de Barros,Olho d'Água das Flores
306,2645655112,Sr. Calebe Costa,2,2026,EVADIDO,Levada,Maceió
307,3635526884,Maitê Azevedo,5,2025,ATIVO,Santo Amaro,Maceió
308,261764053,Miguel da Cruz,6,2024,TRANCADO,Santa Amélia,Maceió
309,7862207197,Maria Sophia Porto,6,2024,TRANCADO,Pitanguinha,Maceió
310,9761097684,Vitória da Mata,3,2023,EVADIDO,Cidade Universitária,Maceió
311,7459747353,Dr. Davi Miguel Freitas,1,2025,EVADIDO,Rio Novo,Maceió
312,4577860100,Pedro Henrique Dias,7,2026,TRANCADO,Antares,Maceió
313,8232313063,Dr. Antônio Leão,6,2026,ATIVO,Jaraguá,Maceió
314,9485542483,Vicente Cirino,7,2024,ATIVO,Cidade Universitária,Maceió
315,2805129683,Bella Albuquerque,4,2023,TRANCADO,Trapiche da Barra,Maceió
316,1231260306,Arthur Carvalho,1,2025,EVADIDO,Canaã,Maceió
317,1744827949,Olívia Dias,6,2025,EVADIDO,Sonho Verde,Palmeira dos Índios
318,9032236133,Heloisa Casa Grande,3,2024,ATIVO,Guaxuma,Maceió
319,3617108647,Miguel Freitas,2,2023,ATIVO,Poço,Maceió
320,6542154926,Sr. Miguel Montenegro,2,2022,ATIVO,Mutange,Maceió
321,6346903431,Lívia Camargo,2,2026,ATIVO,Feitosa,Maceió
322,6114896859,Nina Vasconcelos,5,2022,EVADIDO,Ipioca,Maceió
323,4696943899,Sr. Diego Andrade,2,2026,ATIVO,Fernão Velho,Maceió
324,8961521775,Davi Miguel Farias,1,2023,TRANCADO,Cidade Universitária,Maceió
325,4838146816,Ravi Cavalcanti,5,2023,ATIVO,Jacintinho,Maceió
326,8290794054,Dr. João Gabriel Monteiro,3,2023,ATIVO,Antares,Maceió
327,3032098143,Maria Luiza Rios,4,2022,TRANCADO,Santa Lúcia,Maceió
328,2874063695,Sr. Luigi Abreu,1,2026,TRANCADO,Centro,Maceió
329,2179216606,Stephany Barbosa,2,2026,TRANCADO,Cidade Universitária,Maceió
330,3152151346,Srta. Bianca Novais,5,2024,TRANCADO,Riacho Doce,Maceió
331,988099482,Sr. Eduardo Araújo,7,2025,TRANCADO,Serraria,Maceió
332,3933207900,Sr. Davi Lucas Vieira,4,2024,ATIVO,Gruta de Lourdes,Maceió
