id_estudante,matricula,nome,id_curso,ano_ingresso,bairro,cidade,freq_media,total_reprovacoes,total_disciplinas,risco_evasao
37,7086172302,Stella Machado,3,2023,Ponta da Terra,Maceió,0.92,0,5,BAIXO
38,519709079,Benício Fernandes,6,2024,Serraria,Maceió,0.95,0,5,BAIXO
39,8680276057,Heloísa Pastor,5,2026,Antares,Maceió,0.94,0,5,BAIXO
40,945826486,Bento da Conceição,1,2026,Bebedouro,Maceió,0.92,0,5,BAIXO
41,1419179580,Isabela da Mota,5,2022,Ponta da Terra,Maceió,0.9,0,5,BAIXO
42,7168204967,Vitor Hugo Cardoso,6,2024,Tabuleiro do Martins,Maceió,0.69,5,5,MEDIO
43,6769777475,Renan Jesus,7,2026,Santa Amélia,Maceió,0.54,5,5,ALTO
44,817804383,Pedro Fogaça,2,2026,Cruz das Almas,Maceió,0.75,3,5,MEDIO
45,6114223633,Ana Júlia Rocha,1,2023,Farol,Maceió,0.89,0,5,BAIXO
46,2775320897,Nathan Siqueira,7,2022,Pontal da Barra,Maceió,0.92,0,5,BAIXO
47,3700855390,Gael Correia,4,2026,Ponta Grossa,Maceió,0.9,0,5,BAIXO
48,6598297060,Otávio Cirino,1,2024,Santa Lúcia,Maceió,0.63,5,5,ALTO
49,5491309593,Breno Macedo,5,2025,Serraria,Maceió,0.9,0,5,BAIXO
50,420514789,Ágatha Albuquerque,2,2023,Jardim Petrópolis,Maceió,0.91,0,5,BAIXO
51,4161807235,Enzo Jesus,1,2023,Riacho Doce,Maceió,0.95,0,5,BAIXO
52,6380780055,Murilo Araújo,3,2026,Pajuçara,Maceió,0.74,3,5,MEDIO
53,5002078344,Mathias da Luz,5,2023,Santos Dumont,Maceió,0.95,0,5,BAIXO
54,7667072205,Otávio Sampaio,7,2024,Jatiúca,Maceió,0.95,0,5,BAIXO
55,7380507338,Gabriel da Rocha,1,2024,Clima Bom,Maceió,0.72,4,5,MEDIO
56,8841118422,Ana Liz Souza,6,2025,Fernão Velho,Maceió,0.93,0,5,BAIXO
57,1346922426,Rhavi Montenegro,2,2024,Jatiúca,Maceió,0.9,0,5,BAIXO
58,2281169403,Thomas Barros,4,2024,Pescaria,Maceió,0.53,5,5,ALTO
59,3656488400,Bernardo Rocha,5,2022,Pinheiro,Maceió,0.78,1,5,MEDIO
60,3701485292,Bárbara Nunes,1,2024,Prado,Maceió,0.95,0,5,BAIXO
61,9647421460,Ana Cecília Pinto,5,2023,Chã da Jaqueira,Maceió,0.93,0,5,BAIXO
62,4647083348,Stephany Dias,1,2022,Rio Novo,Maceió,0.59,5,5,ALTO
63,8309500117,Levi da Costa,6,2022,Pitanguinha,Maceió,0.58,5,5,ALTO
64,5435772945,Kaique Marques,4,2026,Ponta Verde,Maceió,0.74,3,5,MEDIO
65,311570307,Beatriz Barbosa,5,2024,Bebedouro,Maceió,0.54,5,5,ALTO
66,2309122187,Julia Cardoso,4,2023,Ponta da Terra,Maceió,0.92,0,5,BAIXO
67,8303285822,Joaquim Freitas,7,2026,Fernão Velho,Maceió,0.74,3,5,MEDIO
68,1224011538,Ísis Santos,2,2025,Ipioca,Maceió,0.56,5,5,ALTO
69,9889235814,Vitória Albuquerque,4,2024,Canaã,Maceió,0.95,0,5,BAIXO
70,6676965974,Bella Carvalho,2,2026,Santa Lúcia,Maceió,0.91,0,5,BAIXO
71,1135872495,Yuri Cassiano,5,2023,Trapiche da Barra,Maceió,0.7,5,5,MEDIO
72,5464693977,Giovanna Silva,5,2026,Cruz das Almas,Maceió,0.81,0,5,MEDIO
73,1472659626,Julia Montenegro,6,2025,Cidade Universitária,Maceió,0.55,5,5,ALTO
74,6393195616,Caleb Porto,2,2025,Bebedouro,Maceió,0.95,0,5,BAIXO
75,1188332531,Lucas Gabriel Vargas,3,2023,Gruta de Lourdes,Maceió,0.91,0,5,BAIXO
76,9151800736,Enrico Sousa,5,2024,Feitosa,Maceió,0.5,5,5,ALTO
77,7325785916,Alexia Camargo,1,2022,Pescaria,Maceió,0.53,5,5,ALTO
78,3882343658,Ana Carolina Freitas,5,2024,São Francisco,Palmeira dos Índios,0.51,5,5,ALTO
79,4931025271,Asafe das Neves,5,2026,Gruta de Lourdes,Maceió,0.74,3,5,MEDIO
80,1536778950,Isadora Rios,6,2025,Levada,Maceió,0.92,0,5,BAIXO
81,4736462531,Maria Luísa Pinto,7,2022,Santa Amélia,Maceió,0.95,0,5,BAIXO
82,3218981849,Enrico Cavalcanti,2,2026,Levada,Maceió,0.94,0,5,BAIXO
83,8080621072,Felipe Sousa,4,2025,Jardim Petrópolis,Maceió,0.94,0,5,BAIXO
84,8265609985,Isadora da Mata,5,2023,Antares,Maceió,0.5,5,5,ALTO
85,3011966884,Ana Carolina Melo,1,2026,Fernão Velho,Maceió,0.66,5,5,MEDIO
86,955345537,Marcela das Neves,2,2023,Feitosa,Maceió,0.9,0,5,BAIXO
87,3742303947,Apollo Ribeiro,6,2022,Prado,Maceió,0.74,4,5,MEDIO
88,5124453431,Bernardo Vargas,7,2024,Mutange,Maceió,0.9,0,5,BAIXO
89,5493800024,Sophia Guerra,6,2025,Petrópolis,Maceió,0.6,5,5,ALTO
90,118543408,Felipe Pacheco,2,2025,Ponta Verde,Maceió,0.97,0,5,BAIXO
91,1140169349,Pedro Henrique Ferreira,5,2023,Alto de São Marcos,Barra de São Miguel,0.8,0,5,MEDIO
92,5642201119,Sophia Camargo,1,2026,Pitanguinha,Maceió,0.93,0,5,BAIXO
93,2476426797,Augusto Santos,3,2023,Clima Bom,Maceió,0.72,4,5,MEDIO
94,1872852789,Zoe Rodrigues,5,2026,Mangabeiras,Maceió,0.91,0,5,BAIXO
95,2880327491,Bernardo Rios,6,2024,Serraria,Maceió,0.92,0,5,BAIXO
96,8249648005,Luara Ribeiro,4,2026,Feitosa,Maceió,0.65,5,5,MEDIO
97,3642197907,Sofia das Neves,7,2025,Raimundo Marinho,Penedo,0.55,5,5,ALTO
98,7159250505,Juan Novaes,7,2023,Ponta Verde,Maceió,0.9,0,5,BAIXO
99,546696950,Maria Helena Rocha,3,2023,Pitanguinha,Maceió,0.94,0,5,BAIXO
100,9337376324,Liz Guerra,4,2026,Jaraguá,Maceió,0.93,0,5,BAIXO
101,4296710795,Gustavo Henrique Lopes,4,2025,Fernão Velho,Maceió,0.91,0,5,BAIXO
102,5679017210,Melina Rocha,2,2026,Barro Duro,Maceió,0.53,5,5,ALTO
103,9507775130,Eloá Ribeiro,6,2025,Pitanguinha,Maceió,0.78,0,5,MEDIO
104,4659161352,Lívia Borges,1,2023,Prado,Maceió,0.69,5,5,MEDIO
105,3226113732,Luana Câmara,5,2022,Riacho Doce,Maceió,0.94,0,5,BAIXO
106,3464161270,Apollo Aparecida,5,2022,Ponta da Terra,Maceió,0.96,0,5,BAIXO
107,4607762160,Evelyn Silva,2,2026,Santa Lúcia,Maceió,0.89,0,5,BAIXO
108,7285786023,Maria Liz da Cruz,7,2025,Antares,Maceió,0.53,5,5,ALTO
109,9223748676,Bianca Vasconcelos,7,2022,Jatiúca,Maceió,0.76,1,5,MEDIO
110,1825989011,Valentim Martins,2,2025,Ouro Preto,Maceió,0.55,5,5,ALTO
111,8805620900,Davi Marques,3,2026,Levada,Maceió,0.5,5,5,ALTO
112,9273512584,Milena da Luz,7,2026,Trapiche da Barra,Maceió,0.9,0,5,BAIXO
113,3228856718,Kamilly Vargas,3,2025,Chã da Jaqueira,Maceió,0.91,0,5,BAIXO
114,5322520473,Ana Vitória Silva,3,2026,Canaã,Maceió,0.96,0,5,BAIXO
115,1227193073,Lucas Gabriel Dias,3,2023,Mutange,Maceió,0.77,2,5,MEDIO
116,346078411,Igor Gomes,1,2026,Alto do Cruzeiro,Arapiraca,0.93,0,5,BAIXO
117,2980491761,Ana Luiza Leão,3,2025,Guaribas,Arapiraca,0.72,5,5,MEDIO
118,6045593274,Nina Leão,4,2026,Cidade Universitária,Maceió,0.7,5,5,MEDIO
119,267429212,Maria Julia Vargas,4,2026,Ponta da Terra,Maceió,0.91,0,5,BAIXO
120,2987248494,Maria Helena Mendes,6,2025,Guaxuma,Maceió,0.52,5,5,ALTO
121,5805759868,Mariah Nascimento,5,2026,Mutange,Maceió,0.78,0,5,MEDIO
122,5242173772,João Gabriel Lopes,5,2026,Jatiúca,Maceió,0.82,0,5,MEDIO
123,2085816511,Maitê Rios,5,2024,Jacarecica,Maceió,0.9,0,5,BAIXO
124,116402431,Mariane Carvalho,6,2023,Mangabeiras,Maceió,0.94,0,5,BAIXO
125,8018065507,Benicio da Luz,1,2023,Santa Lúcia,Maceió,0.9,0,5,BAIXO
126,5923206003,Rafael Duarte,2,2022,Santos Dumont,Maceió,0.68,5,5,MEDIO
127,8072992279,Otto da Cunha,7,2024,Mangabeiras,Maceió,0.88,0,5,BAIXO
128,3585915088,Allana Souza,6,2022,Riacho Doce,Maceió,0.93,0,5,BAIXO
129,2316787198,Bernardo Vasconcelos,1,2022,Rio Novo,Maceió,0.91,0,5,BAIXO
130,1062073697,Eduardo da Costa,5,2025,Petrópolis,Maceió,0.57,5,5,ALTO
131,4837082260,Bruna Nunes,2,2024,Gruta de Lourdes,Maceió,0.9,0,5,BAIXO
132,4070585433,Jade Vargas,6,2025,Bebedouro,Maceió,0.92,0,5,BAIXO
133,1584392711,Bruna Vasconcelos,5,2026,Mangabeiras,Maceió,0.9,0,5,BAIXO
134,3518871744,Cauê Pacheco,1,2023,Prado,Maceió,0.7,5,5,MEDIO
135,9929780763,Maria Flor Gonçalves,1,2023,Pajuçara,Maceió,0.94,0,5,BAIXO
136,851819913,Isabelly Caldeira,3,2023,Poço,Maceió,0.88,0,5,BAIXO
137,3459716271,Ana Cecília Ferreira,5,2026,Prado,Maceió,0.92,0,5,BAIXO
138,6583090712,Maria Eduarda Azevedo,2,2022,Riacho Doce,Maceió,0.65,5,5,ALTO
139,1465576748,Rebeca Caldeira,1,2023,Santa Amélia,Maceió,0.93,0,5,BAIXO
140,4952059278,Vicente Rezende,7,2025,Guaxuma,Maceió,0.75,2,5,MEDIO
141,9749929638,Rafaela Martins,4,2026,Mangabeiras,Maceió,0.9,0,5,BAIXO
142,5447717367,Caio da Mota,6,2022,Antares,Maceió,0.78,1,5,MEDIO
143,8081544414,Ravi Nunes,3,2026,Ponta Grossa,Maceió,0.71,4,5,MEDIO
144,5922713963,Thales Duarte,3,2024,Jardim Petrópolis,Maceió,0.93,0,5,BAIXO
145,5075963527,Luiz Gustavo da Luz,4,2025,Farol,Maceió,0.57,5,5,ALTO
146,5756711494,Kamilly Novais,2,2025,Gruta de Lourdes,Maceió,0.94,0,5,BAIXO
147,8633533290,Bryan da Costa,1,2026,Ponta Grossa,Maceió,0.91,0,5,BAIXO
148,7387664437,Isabella Sales,7,2026,Chã de Bebedouro,Maceió,0.58,5,5,ALTO
149,7352307139,Allana Borges,7,2026,Ponta da Terra,Maceió,0.89,0,5,BAIXO
150,1263732197,Isabelly das Neves,4,2026,Pajuçara,Maceió,0.94,0,5,BAIXO
151,5879898071,Vitória Ferreira,7,2024,Garça Torta,Maceió,0.95,0,5,BAIXO
152,5715705115,Júlia das Neves,5,2022,Pedro Sales de Barros,Olho d'Água das Flores,0.95,0,5,BAIXO
153,1079770569,Gael Dias,1,2025,Gruta de Lourdes,Maceió,0.76,1,5,MEDIO
154,9103418300,Ester Correia,6,2023,Fernão Velho,Maceió,0.92,0,5,BAIXO
155,9519299546,Kamilly Silveira,3,2026,Mutange,Maceió,0.97,0,5,BAIXO
156,6858164010,Gael da Rocha,7,2024,Santos Dumont,Maceió,0.88,0,5,BAIXO
157,5272000062,Kevin Albuquerque,4,2024,Canaã,Maceió,0.94,0,5,BAIXO
158,4838636972,Benjamim Novaes,4,2024,Cruz das Almas,Maceió,0.9,0,5,BAIXO
159,9844651917,Samuel Caldeira,3,2023,Pontal da Barra,Maceió,0.88,0,5,BAIXO
160,3748302739,Larissa Melo,2,2025,Santo Amaro,Maceió,0.8,0,5,MEDIO
161,6351029162,Benjamim da Cunha,6,2023,Garça Torta,Maceió,0.92,0,5,BAIXO
162,2051831252,Murilo Mendonça,2,2023,Feitosa,Maceió,0.88,0,5,BAIXO
163,8908115095,Ana Júlia Cassiano,3,2023,Riacho Doce,Maceió,0.73,2,5,MEDIO
164,1304963614,Dante Novais,1,2025,Chã de Bebedouro,Maceió,0.93,0,5,BAIXO
165,7578226896,Heloisa Vasconcelos,7,2026,Trapiche da Barra,Maceió,0.72,5,5,MEDIO
166,6539399243,Melina da Rosa,3,2026,Petrópolis,Maceió,0.94,0,5,BAIXO
167,8547119184,Bento Pimenta,7,2024,Pontal da Barra,Maceió,0.98,0,5,BAIXO
168,3275930923,Hadassa da Luz,5,2024,Trapiche da Barra,Maceió,0.92,0,5,BAIXO
169,2836517266,Isaque Cavalcanti,5,2023,Trapiche da Barra,Maceió,0.78,0,5,MEDIO
170,2370788647,Alexandre Jesus,4,2026,Ouro Preto,Maceió,0.94,0,5,BAIXO
171,6845366946,Arthur Gabriel da Conceição,4,2023,Jardim Petrópolis,Maceió,0.76,2,5,MEDIO
172,9827335655,Rafael Barbosa,6,2026,Chã de Bebedouro,Maceió,0.56,5,5,ALTO
173,2952295757,Gael Henrique Lima,1,2022,Santos Dumont,Maceió,0.92,0,5,BAIXO
174,9082895043,Dom da Mata,5,2022,Levada,Maceió,0.8,0,5,MEDIO
175,3550353803,Bento Cavalcante,7,2024,Riacho Doce,Maceió,0.72,4,5,MEDIO
176,7699281063,Laura Macedo,2,2024,Gruta de Lourdes,Maceió,0.9,0,5,BAIXO
177,4829062179,Maria Luiza da Mata,3,2024,Riacho Doce,Maceió,0.47,5,5,ALTO
178,6415801613,Asafe Lopes,2,2025,Ouro Preto,Maceió,0.66,5,5,MEDIO
179,7449766493,Isis Alves,3,2025,Jatiúca,Maceió,0.89,0,5,BAIXO
180,392245997,Alícia Teixeira,5,2023,Cruz das Almas,Maceió,0.79,0,5,MEDIO
181,9747475630,Erick Melo,6,2024,Paraíso,Palmeira dos Índios,0.73,4,5,MEDIO
182,1194673401,Maya Porto,4,2025,Ponta Grossa,Maceió,0.92,0,5,BAIXO
183,7792122716,Ravy Ferreira,2,2025,Tabuleiro do Martins,Maceió,0.92,0,5,BAIXO
184,6048809022,Enrico Farias,4,2025,Cruz das Almas,Maceió,0.75,1,5,MEDIO
185,6422990551,Maria Liz Teixeira,5,2026,Rio Novo,Maceió,0.56,5,5,ALTO
186,2362646960,Aurora Dias,3,2024,Pinheiro,Maceió,0.57,5,5,ALTO
187,5379012098,Nathan Moraes,1,2025,Pontal da Barra,Maceió,0.94,0,5,BAIXO
188,8594878379,Nicole Jesus,1,2023,Clima Bom,Maceió,0.56,5,5,ALTO
189,232804774,Maria Cecília Pinto,7,2022,Petrópolis,Maceió,0.8,0,5,MEDIO
190,7543865915,Melina Teixeira,3,2024,Jaraguá,Maceió,0.92,0,5,BAIXO
191,221670908,Yan Cardoso,7,2024,Ponta Grossa,Maceió,0.75,2,5,MEDIO
192,8279291478,Raquel Campos,1,2024,Mutange,Maceió,0.59,5,5,ALTO
193,3433026356,Luana Novaes,2,2026,Prado,Maceió,0.92,0,5,BAIXO
194,8648665968,Ayla Câmara,5,2023,Santa Amélia,Maceió,0.56,5,5,ALTO
195,3921003983,Bárbara Ramos,6,2026,São Cristóvão,Palmeira dos Índios,0.89,0,5,BAIXO
196,3574027737,Lavínia Moraes,4,2022,Tabuleiro do Martins,Maceió,0.78,0,5,MEDIO
197,7324687182,Rafaela Melo,4,2023,Ipioca,Maceió,0.9,0,5,BAIXO
198,5341783555,Clara Gomes,7,2024,Rio Novo,Maceió,0.53,5,5,ALTO
199,4594799319,Manuela Viana,5,2025,Riacho Doce,Maceió,0.76,2,5,MEDIO
200,6475684019,João Miguel Silveira,1,2023,Bom Parto,Maceió,0.92,0,5,BAIXO
201,4933179746,Rafaela Ferreira,3,2024,Jacintinho,Maceió,0.78,0,5,MEDIO
202,5915072151,Isaque Oliveira,6,2025,Prado,Maceió,0.92,0,5,BAIXO
203,1644847276,Ana Clara Dias,7,2024,Pajuçara,Maceió,0.62,5,5,ALTO
204,7493451569,Maria Isis Ribeiro,4,2025,Poço,Maceió,0.92,0,5,BAIXO
205,4948254671,Davi Lucas Montenegro,2,2023,Barro Duro,Maceió,0.95,0,5,BAIXO
206,7924383984,Vinicius Marques,6,2022,Tabuleiro do Martins,Maceió,0.81,0,5,MEDIO
207,8655852024,Nicolas Rezende,1,2022,Mangabeiras,Maceió,0.98,0,5,BAIXO
208,4165932723,Ravy Viana,5,2022,Petrópolis,Maceió,0.78,1,5,MEDIO
209,8457665185,Bruno Farias,1,2022,Praia das Conchas,Barra de São Miguel,0.75,1,5,MEDIO
210,9949983890,Ágatha Andrade,1,2025,Cidade Universitária,Maceió,0.55,5,5,ALTO
211,2651968205,João Pedro da Conceição,6,2024,Garça Torta,Maceió,0.74,2,5,MEDIO
212,3207337120,Beatriz Teixeira,2,2026,Chã da Jaqueira,Maceió,0.77,1,5,MEDIO
213,3747699292,Eloah Sales,1,2024,Barro Duro,Maceió,0.75,3,5,MEDIO
214,124327519,Juan Fogaça,7,2025,Jacintinho,Maceió,0.97,0,5,BAIXO
215,5904897514,Joaquim Moura,3,2026,Ponta da Terra,Maceió,0.7,4,5,MEDIO
216,773338452,Bruno Pimenta,5,2023,Santos Dumont,Maceió,0.73,3,5,MEDIO
217,8035194895,Isabella Monteiro,6,2026,Pescaria,Maceió,0.55,5,5,ALTO
218,614685938,Jade Marques,6,2026,Rio Novo,Maceió,0.94,0,5,BAIXO
219,9686554442,Ravi Lucca da Paz,4,2026,Jardim Petrópolis,Maceió,0.94,0,5,BAIXO
220,678500147,Manuella Pastor,4,2024,Canaã,Maceió,0.92,0,5,BAIXO
221,9874792298,Isis Marques,2,2024,Gruta de Lourdes,Maceió,0.74,3,5,MEDIO
222,7925520026,Matheus Mendes,7,2023,São Luiz II,Arapiraca,0.56,5,5,ALTO
223,458072318,Maria Alice Oliveira,5,2022,Petrópolis,Maceió,0.89,0,5,BAIXO
224,7298348088,Miguel da Mota,7,2025,Pinheiro,Maceió,0.95,0,5,BAIXO
225,8624715092,Ana Julia Pereira,4,2024,Vergel do Lago,Maceió,0.96,0,5,BAIXO
226,7495457335,Ian Pereira,5,2024,Antares,Maceió,0.95,0,5,BAIXO
227,7739238825,Gabriel Pinto,4,2025,Ponta Grossa,Maceió,0.92,0,5,BAIXO
228,9666368492,Cecilia Pires,6,2025,São Jorge,Maceió,0.97,0,5,BAIXO
229,4464285982,Ana Beatriz Pacheco,3,2022,Fernão Velho,Maceió,0.75,2,5,MEDIO
230,564409423,Luan Souza,5,2026,Garça Torta,Maceió,0.92,0,5,BAIXO
231,1784572192,Davi Lucca Viana,3,2024,Santo Amaro,Maceió,0.45,5,5,ALTO
232,8467483275,Sarah da Mata,7,2024,Ponta da Terra,Maceió,0.92,0,5,BAIXO
233,3566852761,Rodrigo da Rocha,2,2023,Bom Parto,Maceió,0.92,0,5,BAIXO
234,4789617427,Diego Sá,4,2026,Rio Novo,Maceió,0.9,0,5,BAIXO
235,4151086814,Maria Laura Novais,5,2025,Santos Dumont,Maceió,0.89,0,5,BAIXO
236,1570991899,Alice da Luz,2,2022,Barro Duro,Maceió,0.52,5,5,ALTO
237,2304560537,Maria Eduarda Rocha,1,2024,Pedro Sales de Barros,Olho d'Água das Flores,0.78,1,5,MEDIO
238,9715909279,Maria Fernanda Caldeira,4,2022,São Jorge,Maceió,0.57,5,5,ALTO
239,2898400928,Amanda Pinto,1,2025,Cidade Universitária,Maceió,0.89,0,5,BAIXO
240,6706193636,Hellena Ramos,3,2025,Mutange,Maceió,0.57,5,5,ALTO
241,8861449701,Liz Rezende,1,2024,Raimundo Marinho,Penedo,0.9,0,5,BAIXO
242,1753617371,Augusto Andrade,2,2022,Trapiche da Barra,Maceió,0.72,4,5,MEDIO
243,2115806625,Isaac Nascimento,1,2026,Mangabeiras,Maceió,0.74,3,5,MEDIO
244,4877639950,Maria Eduarda Rios,7,2024,Farol,Maceió,0.61,5,5,ALTO
245,6615076397,Daniela Leão,1,2023,Antares,Maceió,0.93,0,5,BAIXO
246,2812868150,Maria Luísa da Mota,2,2022,Pajuçara,Maceió,0.94,0,5,BAIXO
247,8730449971,Pedro Miguel Macedo,7,2022,Tabuleiro do Martins,Maceió,0.73,3,5,MEDIO
248,4082603360,Léo Nogueira,4,2025,Feitosa,Maceió,0.75,2,5,MEDIO
249,7064477344,Miguel da Mota,3,2023,Jacarecica,Maceió,0.92,0,5,BAIXO
250,1952996248,Hadassa Ramos,6,2026,Bebedouro,Maceió,0.9,0,5,BAIXO
251,4170814022,Lucas Gabriel da Cruz,4,2024,Gruta de Lourdes,Maceió,0.45,5,5,ALTO
252,4246953455,Gabrielly Azevedo,7,2023,Benedito Bentes,Maceió,0.44,5,5,ALTO
253,2380304322,Helena da Conceição,3,2022,Pedro Sales de Barros,Olho d'Água das Flores,0.94,0,5,BAIXO
254,4307145891,Davi Lucca Nogueira,5,2022,Guaxuma,Maceió,0.8,0,5,MEDIO
255,749459431,Amanda Cardoso,1,2022,Garça Torta,Maceió,0.78,1,5,MEDIO
256,4358791907,Lorenzo Almeida,4,2026,Santos Dumont,Maceió,0.95,0,5,BAIXO
257,5043349038,Davi Lucas Sousa,1,2023,Vergel do Lago,Maceió,0.92,0,5,BAIXO
258,9078054633,Renan Machado,6,2026,Canaã,Maceió,0.55,5,5,ALTO
259,7636525027,Bianca Machado,6,2022,Trapiche da Barra,Maceió,0.53,5,5,ALTO
260,2163970710,Ana Clara Siqueira,2,2026,Santa Amélia,Maceió,0.72,5,5,MEDIO
261,6534583219,Ana Araújo,4,2023,Chã da Jaqueira,Maceió,0.91,0,5,BAIXO
262,8583864766,Mariane Rodrigues,7,2024,Ponta Grossa,Maceió,0.9,0,5,BAIXO
263,4758659815,Ana Sophia Barros,6,2023,Pajuçara,Maceió,0.92,0,5,BAIXO
264,9973394324,Benício Cardoso,2,2024,Praia das Conchas,Barra de São Miguel,0.57,5,5,ALTO
265,9771119310,Lunna Garcia,6,2025,Pinheiro,Maceió,0.74,2,5,MEDIO
266,6573691558,Sofia Pereira,6,2025,Ponta da Terra,Maceió,0.89,0,5,BAIXO
267,1847692041,Helena Lopes,5,2024,Cruz das Almas,Maceió,0.91,0,5,BAIXO
268,5276339732,Murilo Leão,3,2026,Pescaria,Maceió,0.57,5,5,ALTO
269,3133661881,Levi Rios,2,2022,Ponta Grossa,Maceió,0.94,0,5,BAIXO
270,5389710636,Renan Azevedo,3,2024,Pajuçara,Maceió,0.93,0,5,BAIXO
271,366637148,Aylla Souza,1,2026,Pescaria,Maceió,0.73,4,5,MEDIO
272,7468071953,Bento Pastor,1,2026,Cruz das Almas,Maceió,0.86,0,5,BAIXO
273,6707379050,Camila Jesus,5,2023,Vergel do Lago,Maceió,0.93,0,5,BAIXO
274,7517413631,Laura Peixoto,6,2026,Bom Parto,Maceió,0.92,0,5,BAIXO
275,5636925105,Thiago Cunha,5,2025,Farol,Maceió,0.73,4,5,MEDIO
276,9254495626,Heloisa Caldeira,5,2024,Cidade Universitária,Maceió,0.55,5,5,ALTO
277,6684109313,João Lucas Oliveira,3,2022,Santa Amélia,Maceió,0.7,5,5,MEDIO
278,2391179068,Juliana Alves,1,2022,Santa Lúcia,Maceió,0.9,0,5,BAIXO
279,5069848439,Maitê Ferreira,2,2022,Chã da Jaqueira,Maceió,0.93,0,5,BAIXO
280,26224160,Murilo Azevedo,2,2022,Pinheiro,Maceió,0.89,0,5,BAIXO
281,9199281572,Ana Borges,7,2025,Santa Amélia,Maceió,0.91,0,5,BAIXO
282,5218955985,Mirella Fernandes,5,2026,Poço,Maceió,0.91,0,5,BAIXO
283,4971034978,Luan Vasconcelos,2,2026,Jatiúca,Maceió,0.74,2,5,MEDIO
284,2560761628,Eduardo Castro,2,2025,Antares,Maceió,0.53,5,5,ALTO
285,8803662851,João Gabriel Macedo,4,2022,Canaã,Maceió,0.58,5,5,ALTO
286,7137972345,Melina Leão,4,2024,Tabuleiro do Martins,Maceió,0.74,3,5,MEDIO
