id_estudante,matricula,nome,id_curso,ano_ingresso,situacao,bairro,cidade
153,1079770569,Gael Dias,1,2025,ATIVO,Gruta de Lourdes,Maceió
154,9103418300,Ester Correia,6,2023,ATIVO,Fernão Velho,Maceió
155,9519299546,Kamilly Silveira,3,2026,ATIVO,Mutange,Maceió
156,6858164010,Gael da Rocha,7,2024,ATIVO,Santos Dumont,Maceió
157,5272000062,Kevin Albuquerque,4,2024,ATIVO,Canaã,Maceió
158,4838636972,Benjamim Novaes,4,2024,ATIVO,Cruz das Almas,Maceió
159,9844651917,Samuel Caldeira,3,2023,ATIVO,Pontal da Barra,Maceió
160,3748302739,Larissa Melo,2,2025,ATIVO,Santo Amaro,Maceió
161,6351029162,Benjamim da Cunha,6,2023,ATIVO,Garça Torta,Maceió
162,2051831252,Murilo Mendonça,2,2023,ATIVO,Feitosa,Maceió
163,8908115095,Ana Júlia Cassiano,3,2023,ATIVO,Riacho Doce,Maceió
164,1304963614,Dante Novais,1,2025,ATIVO,Chã de Bebedouro,Maceió
165,7578226896,Heloisa Vasconcelos,7,2026,ATIVO,Trapiche da Barra,Maceió
166,6539399243,Melina da Rosa,3,2026,ATIVO,Petrópolis,Maceió
167,8547119184,Bento Pimenta,7,2024,ATIVO,Pontal da Barra,Maceió
168,3275930923,Hadassa da Luz,5,2024,ATIVO,Trapiche da Barra,Maceió
169,2836517266,Isaque Cavalcanti,5,2023,ATIVO,Trapiche da Barra,Maceió
170,2370788647,Alexandre Jesus,4,2026,ATIVO,Ouro Preto,Maceió
171,6845366946,Arthur Gabriel da Conceição,4,2023,ATIVO,Jardim Petrópolis,Maceió
172,9827335655,Rafael Barbosa,6,2026,ATIVO,Chã de Bebedouro,Maceió
173,2952295757,Gael Henrique Lima,1,2022,ATIVO,Santos Dumont,Maceió
174,9082895043,Dom da Mata,5,2022,ATIVO,Levada,Maceió
175,3550353803,Bento Cavalcante,7,2024,ATIVO,Riacho Doce,Maceió
176,7699281063,Laura Macedo,2,2024,ATIVO,Gruta de Lourdes,Maceió
177,4829062179,Maria Luiza da Mata,3,2024,ATIVO,Riacho Doce,Maceió
178,6415801613,Asafe Lopes,2,2025,ATIVO,Ouro Preto,Maceió
179,7449766493,Isis Alves,3,2025,ATIVO,Jatiúca,Maceió
180,392245997,Alícia Teixeira,5,2023,ATIVO,Cruz das Almas,Maceió
181,9747475630,Erick Melo,6,2024,ATIVO,Paraíso,Palmeira dos Índios
182,1194673401,Maya Porto,4,2025,ATIVO,Ponta Grossa,Maceió
183,7792122716,Ravy Ferreira,2,2025,ATIVO,Tabuleiro do Martins,Maceió
184,6048809022,Enrico Farias,4,2025,ATIVO,Cruz das Almas,Maceió
185,6422990551,Maria Liz Teixeira,5,2026,ATIVO,Rio Novo,Maceió
186,2362646960,Aurora Dias,3,2024,ATIVO,Pinheiro,Maceió
187,5379012098,Nathan Moraes,1,2025,ATIVO,Pontal da Barra,Maceió
188,8594878379,Nicole Jesus,1,2023,ATIVO,Clima Bom,Maceió
189,232804774,Maria Cecília Pinto,7,2022,ATIVO,Petrópolis,Maceió
190,7543865915,Melina Teixeira,3,2024,ATIVO,Jaraguá,Maceió
191,221670908,Yan Cardoso,7,2024,ATIVO,Ponta Grossa,Maceió
192,8279291478,Raquel Campos,1,2024,ATIVO,Mutange,Maceió
193,3433026356,Luana Novaes,2,2026,ATIVO,Prado,Maceió
194,8648665968,Ayla Câmara,5,2023,ATIVO,Santa Amélia,Maceió
195,3921003983,Bárbara Ramos,6,2026,ATIVO,São Cristóvão,Palmeira dos Índios
196,3574027737,Lavínia Moraes,4,2022,ATIVO,Tabuleiro do Martins,Maceió
197,7324687182,Rafaela Melo,4,2023,ATIVO,Ipioca,Maceió
198,5341783555,Clara Gomes,7,2024,ATIVO,Rio Novo,Maceió
199,4594799319,Manuela Viana,5,2025,ATIVO,Riacho Doce,Maceió
200,6475684019,João Miguel Silveira,1,2023,ATIVO,Bom Parto,Maceió
201,4933179746,Rafaela Ferreira,3,2024,ATIVO,Jacintinho,Maceió
202,5915072151,Isaque Oliveira,6,2025,ATIVO,Prado,Maceió
203,1644847276,Ana Clara Dias,7,2024,ATIVO,Pajuçara,Maceió
204,7493451569,Maria Isis Ribeiro,4,2025,ATIVO,Poço,Maceió
205,4948254671,Davi Lucas Montenegro,2,2023,ATIVO,Barro Duro,Maceió
206,7924383984,Vinicius Marques,6,2022,ATIVO,Tabuleiro do Martins,Maceió
207,8655852024,Nicolas Rezende,1,2022,ATIVO,Mangabeiras,Maceió
208,4165932723,Ravy Viana,5,2022,ATIVO,Petrópolis,Maceió
209,8457665185,Bruno Farias,1,2022,ATIVO,Praia das Conchas,Barra de São Miguel
210,9949983890,Ágatha Andrade,1,2025,ATIVO,Cidade Universitária,Maceió
211,2651968205,João Pedro da Conceição,6,2024,ATIVO,Garça Torta,Maceió
212,3207337120,Beatriz Teixeira,2,2026,ATIVO,Chã da Jaqueira,Maceió
213,3747699292,Eloah Sales,1,2024,ATIVO,Barro Duro,Maceió
214,124327519,Juan Fogaça,7,2025,ATIVO,Jacintinho,Maceió
215,5904897514,Joaquim Moura,3,2026,ATIVO,Ponta da Terra,Maceió
216,773338452,Bruno Pimenta,5,2023,ATIVO,Santos Dumont,Maceió
217,8035194895,Isabella Monteiro,6,2026,ATIVO,Pescaria,Maceió
218,614685938,Jade Marques,6,2026,ATIVO,Rio Novo,Maceió
219,9686554442,Ravi Lucca da Paz,4,2026,ATIVO,Jardim Petrópolis,Maceió
220,678500147,Manuella Pastor,4,2024,ATIVO,Canaã,Maceió
221,9874792298,Isis Marques,2,2024,ATIVO,Gruta de Lourdes,Maceió
222,7925520026,Matheus Mendes,7,2023,ATIVO,São Luiz II,Arapiraca
223,458072318,Maria Alice Oliveira,5,2022,ATIVO,Petrópolis,Maceió
224,7298348088,Miguel da Mota,7,2025,ATIVO,Pinheiro,Maceió
225,8624715092,Ana Julia Pereira,4,2024,ATIVO,Vergel do Lago,Maceió
226,7495457335,Ian Pereira,5,2024,ATIVO,Antares,Maceió
227,7739238825,Gabriel Pinto,4,2025,ATIVO,Ponta Grossa,Maceió
228,9666368492,Cecilia Pires,6,2025,ATIVO,São Jorge,Maceió
229,4464285982,Ana Beatriz Pacheco,3,2022,ATIVO,Fernão Velho,Maceió
230,564409423,Luan Souza,5,2026,ATIVO,Garça Torta,Maceió
231,1784572192,Davi Lucca Viana,3,2024,ATIVO,Santo Amaro,Maceió
232,8467483275,Sarah da Mata,7,2024,ATIVO,Ponta da Terra,Maceió
233,3566852761,Rodrigo da Rocha,2,2023,ATIVO,Bom Parto,Maceió
234,4789617427,Diego Sá,4,2026,ATIVO,Rio Novo,Maceió
235,4151086814,Maria Laura Novais,5,2025,ATIVO,Santos Dumont,Maceió
236,1570991899,Alice da Luz,2,2022,ATIVO,Barro Duro,Maceió
237,2304560537,Maria Eduarda Rocha,1,2024,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores
238,9715909279,Maria Fernanda Caldeira,4,2022,ATIVO,São Jorge,Maceió
239,2898400928,Amanda Pinto,1,2025,ATIVO,Cidade Universitária,Maceió
240,6706193636,Hellena Ramos,3,2025,ATIVO,Mutange,Maceió
241,8861449701,Liz Rezende,1,2024,ATIVO,Raimundo Marinho,Penedo
242,1753617371,Augusto Andrade,2,2022,ATIVO,Trapiche da Barra,Maceió
243,2115806625,Isaac Nascimento,1,2026,ATIVO,Mangabeiras,Maceió
244,4877639950,Maria Eduarda Rios,7,2024,ATIVO,Farol,Maceió
245,6615076397,Daniela Leão,1,2023,ATIVO,Antares,Maceió
246,2812868150,Maria Luísa da Mota,2,2022,ATIVO,Pajuçara,Maceió
247,8730449971,Pedro Miguel Macedo,7,2022,ATIVO,Tabuleiro do Martins,Maceió
248,4082603360,Léo Nogueira,4,2025,ATIVO,Feitosa,Maceió
249,7064477344,Miguel da Mota,3,2023,ATIVO,Jacarecica,Maceió
250,1952996248,Hadassa Ramos,6,2026,ATIVO,Bebedouro,Maceió
251,4170814022,Lucas Gabriel da Cruz,4,2024,ATIVO,Gruta de Lourdes,Maceió
252,4246953455,Gabrielly Azevedo,7,2023,ATIVO,Benedito Bentes,Maceió
253,2380304322,Helena da Conceição,3,2022,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores
254,4307145891,Davi Lucca Nogueira,5,2022,ATIVO,Guaxuma,Maceió
255,749459431,Amanda Cardoso,1,2022,ATIVO,Garça Torta,Maceió
256,4358791907,Lorenzo Almeida,4,2026,ATIVO,Santos Dumont,Maceió
257,5043349038,Davi Lucas Sousa,1,2023,ATIVO,Vergel do Lago,Maceió
258,9078054633,Renan Machado,6,2026,ATIVO,Canaã,Maceió
259,7636525027,Bianca Machado,6,2022,ATIVO,Trapiche da Barra,Maceió
260,2163970710,Ana Clara Siqueira,2,2026,ATIVO,Santa Amélia,Maceió
261,6534583219,Ana Araújo,4,2023,ATIVO,Chã da Jaqueira,Maceió
262,8583864766,Mariane Rodrigues,7,2024,ATIVO,Ponta Grossa,Maceió
263,4758659815,Ana Sophia Barros,6,2023,ATIVO,Pajuçara,Maceió
264,9973394324,Benício Cardoso,2,2024,ATIVO,Praia das Conchas,Barra de São Miguel
265,9771119310,Lunna Garcia,6,2025,ATIVO,Pinheiro,Maceió
266,6573691558,Sofia Pereira,6,2025,ATIVO,Ponta da Terra,Maceió
267,1847692041,Helena Lopes,5,2024,ATIVO,Cruz das Almas,Maceió
268,5276339732,Murilo Leão,3,2026,ATIVO,Pescaria,Maceió
269,3133661881,Levi Rios,2,2022,ATIVO,Ponta Grossa,Maceió
270,5389710636,Renan Azevedo,3,2024,ATIVO,Pajuçara,Maceió
271,366637148,Aylla Souza,1,2026,ATIVO,Pescaria,Maceió
272,7468071953,Bento Pastor,1,2026,ATIVO,Cruz das Almas,Maceió
273,6707379050,Camila Jesus,5,2023,ATIVO,Vergel do Lago,Maceió
274,7517413631,Laura Peixoto,6,2026,ATIVO,Bom Parto,Maceió
275,5636925105,Thiago Cunha,5,2025,ATIVO,Farol,Maceió
276,9254495626,Heloisa Caldeira,5,2024,ATIVO,Cidade Universitária,Maceió
277,6684109313,João Lucas Oliveira,3,2022,ATIVO,Santa Amélia,Maceió
278,2391179068,Juliana Alves,1,2022,ATIVO,Santa Lúcia,Maceió
279,5069848439,Maitê Ferreira,2,2022,ATIVO,Chã da Jaqueira,Maceió
280,26224160,Murilo Azevedo,2,2022,ATIVO,Pinheiro,Maceió
281,9199281572,Ana Borges,7,2025,ATIVO,Santa Amélia,Maceió
282,5218955985,Mirella Fernandes,5,2026,ATIVO,Poço,Maceió
283,4971034978,Luan Vasconcelos,2,2026,ATIVO,Jatiúca,Maceió
284,2560761628,Eduardo Castro,2,2025,ATIVO,Antares,Maceió
285,8803662851,João Gabriel Macedo,4,2022,ATIVO,Canaã,Maceió
286,7137972345,Melina Leão,4,2024,ATIVO,Tabuleiro do Martins,Maceió
287,1173242669,Bruna Ferreira,7,2026,ATIVO,Benedito Bentes,Maceió
288,1846465000,Ryan Moura,6,2022,ATIVO,Bebedouro,Maceió
289,7160279830,Henry Gonçalves,2,2026,ATIVO,Bom Parto,Maceió
290,235286733,Kevin Cunha,2,2026,ATIVO,Serraria,Maceió
291,3295741120,João Vitor Duarte,5,2023,ATIVO,Farol,Maceió
292,515328854,Marina Cavalcanti,5,2026,ATIVO,Cruz das Almas,Maceió
293,4849815676,Heloísa Montenegro,7,2026,ATIVO,Centro,Maceió
294,1521136431,Ana Cecília Lopes,6,2025,ATIVO,Pescaria,Maceió
295,4375461598,Levi Oliveira,7,2023,ATIVO,Clima Bom,Maceió
296,7044354825,Danilo Guerra,3,2023,ATIVO,Pitanguinha,Maceió
297,1394868732,Natália Sales,4,2024,ATIVO,Prado,Maceió
298,8245348297,Pedro Henrique Caldeira,3,2024,ATIVO,Ponta Grossa,Maceió
299,5340003593,Maria Liz Moura,4,2024,ATIVO,Rio Novo,Maceió
300,4632753983,Lucca Câmara,5,2023,ATIVO,Pontal da Barra,Maceió
301,722124509,Bruna Moura,6,2024,ATIVO,Ponta Grossa,Maceió
302,2190227431,Diogo da Costa,4,2025,ATIVO,Pajuçara,Maceió
303,441542090,Gael Henrique Cavalcanti,5,2022,ATIVO,Baixão,Arapiraca
304,2587283948,Ana Vitória Cavalcanti,1,2024,ATIVO,Jacarecica,Maceió
305,6991986741,Melissa Rodrigues,1,2024,ATIVO,Palmeira de Fora,Palmeira dos Índios
306,6977267911,Luara Cassiano,5,2026,ATIVO,Pitanguinha,Maceió
307,1888766939,Melina Pires,1,2022,ATIVO,Cidade Universitária,Maceió
308,9769648999,Luiz Gustavo Montenegro,2,2024,ATIVO,Cidade Universitária,Maceió
309,4613613759,Milena Andrade,2,2023,ATIVO,Ponta Verde,Maceió
310,4539308214,Breno Ramos,1,2026,ATIVO,Jacarecica,Maceió
311,3673457063,Sofia Gomes,6,2022,ATIVO,Feitosa,Maceió
312,3847761430,Esther Duarte,2,2025,ATIVO,Petrópolis,Maceió
313,6893447569,Clarice Araújo,6,2026,ATIVO,Santos Dumont,Maceió
314,1934982045,Thiago Ramos,5,2024,ATIVO,Centro,Maceió
315,741134891,Pedro Lucas Macedo,4,2022,ATIVO,Pontal da Barra,Maceió
316,2619094295,João Miguel Gomes,3,2024,ATIVO,Vergel do Lago,Maceió
317,2567900251,Lívia Azevedo,4,2022,ATIVO,Ouro Preto,Maceió
318,1416011033,Maria Isis da Paz,6,2026,ATIVO,Fernão Velho,Maceió
319,9672248249,Clarice Farias,7,2025,ATIVO,Rio Novo,Maceió
320,8939982945,Cecília Ferreira,1,2024,ATIVO,Poço,Maceió
321,7138816152,Bryan das Neves,3,2026,ATIVO,Cidade Universitária,Maceió
322,6695519305,Luísa Cardoso,1,2025,ATIVO,Cidade Universitária,Maceió
323,2260842187,Mariana Moraes,3,2025,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores
324,1554039848,Fernando Cunha,1,2025,ATIVO,Jaraguá,Maceió
325,7585583166,Henry Gabriel Carvalho,5,2025,ATIVO,Benedito Bentes,Maceió
326,665484476,Carlos Eduardo Montenegro,5,2025,ATIVO,Mangabeiras,Maceió
327,8752058817,Marcos Vinicius Cassiano,7,2023,ATIVO,Chã da Jaqueira,Maceió
328,696846464,Eloah Silveira,4,2025,ATIVO,Farol,Maceió
329,1879792991,Maria Clara Rocha,5,2026,ATIVO,Farol,Maceió
330,3090596936,Larissa Sá,3,2025,ATIVO,Santa Izabel,Penedo
331,1928130926,Isabella das Neves,1,2022,ATIVO,Pontal da Barra,Maceió
332,7663811838,Léo Rocha,3,2024,ATIVO,Ouro Preto,Maceió
333,8523104008,Larissa Vasconcelos,5,2022,ATIVO,Jardim Petrópolis,Maceió
334,6560389844,Guilherme Pereira,3,2026,ATIVO,Clima Bom,Maceió
335,1073755632,Rafaela Freitas,5,2023,ATIVO,Pajuçara,Maceió
336,9030554118,Camila da Paz,2,2024,ATIVO,Fernão Velho,Maceió
337,4983503547,Sophie Casa Grande,7,2022,ATIVO,Serraria,Maceió
338,7864285771,Henry Machado,2,2026,ATIVO,Benedito Bentes,Maceió
339,8094423237,Oliver Aragão,1,2024,ATIVO,Ipioca,Maceió
340,1606152369,Anna Liz Freitas,3,2025,ATIVO,Chã de Bebedouro,Maceió
341,964386641,Lucas Gabriel Vieira,2,2026,ATIVO,Jaraguá,Maceió
342,627276995,João Pedro Melo,5,2024,ATIVO,Ponta da Terra,Maceió
