id_estudante,matricula,nome,id_curso,ano_ingresso,situacao,bairro,cidade
69,6719728461,Kevin Aparecida,2,2022,EVADIDO,Jacarecica,Maceió
70,7573863755,Luiz Felipe Teixeira,3,2023,ATIVO,Centro,Maceió
71,5132189497,Enzo Gabriel Guerra,7,2025,ATIVO,Bebedouro,Maceió
72,8432323302,Erick Cavalcanti,2,2023,ATIVO,Trapiche da Barra,Maceió
73,1806625335,Maria Júlia Brito,7,2024,EVADIDO,Trapiche da Barra,Maceió
74,3492523279,Cauê Lima,2,2026,TRANCADO,Cruz das Almas,Maceió
75,9924974810,Vitor Rezende,6,2025,ATIVO,Cidade Universitária,Maceió
76,4720471671,Olívia Pereira,1,2023,EVADIDO,Pedro Sales de Barros,Olho d'Água das Flores
77,9640207080,Anthony Gabriel Rios,6,2024,ATIVO,Serraria,Maceió
78,7202948917,Aylla Moraes,5,2026,ATIVO,Centro,Maceió
79,2037128584,Maria Liz Pacheco,1,2023,ATIVO,Garça Torta,Maceió
80,5230610105,Gabriel Pinto,1,2026,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores
81,2281680368,Murilo Andrade,4,2026,ATIVO,Petrópolis,Maceió
82,8664182601,Maitê Cavalcanti,2,2026,ATIVO,Jardim Petrópolis,Maceió
83,3122416491,Renan Viana,4,2022,ATIVO,Poço,Maceió
84,734844598,Davi Lucas da Rocha,2,2022,ATIVO,Praia das Conchas,Barra de São Miguel
85,865625028,Matheus Pimenta,7,2023,ATIVO,Rio Novo,Maceió
86,6852819665,Ana Cardoso,7,2023,ATIVO,Brejo,Barra de São Miguel
87,23458032,Benjamin Rodrigues,5,2026,ATIVO,Garça Torta,Maceió
88,4205410661,Matheus Azevedo,2,2022,ATIVO,Ponta Grossa,Maceió
89,8652762829,Emilly Pinto,7,2023,ATIVO,Benedito Bentes,Maceió
90,8795206056,Benjamim Sampaio,6,2025,ATIVO,Levada,Maceió
91,6266806553,Arthur Gabriel Guerra,1,2026,ATIVO,Cruz das Almas,Maceió
92,6989924079,Maria Clara Rios,4,2025,ATIVO,Santos Dumont,Maceió
93,303036759,José Cavalcanti,4,2025,ATIVO,Bebedouro,Maceió
94,4686417180,Eduardo da Mota,1,2023,ATIVO,São Jorge,Maceió
95,6549391476,Cauã Nascimento,1,2023,ATIVO,Cruz das Almas,Maceió
96,4812015836,Lívia Abreu,7,2022,ATIVO,Poço,Maceió
97,6767978546,Stella Lima,7,2024,ATIVO,Ipioca,Maceió
98,9216723424,Benjamin Pereira,7,2026,ATIVO,Pontal da Barra,Maceió
99,8849059890,Vitor Gabriel Albuquerque,1,2022,ATIVO,Pitanguinha,Maceió
100,918773189,Otto Cassiano,1,2023,ATIVO,Santa Amélia,Maceió
101,3686920880,Rhavi da Rosa,2,2022,TRANCADO,Santos Dumont,Maceió
102,1991549917,Cecília Alves,4,2024,ATIVO,Santa Lúcia,Maceió
103,4956422582,Emanuelly Fernandes,6,2023,ATIVO,Pescaria,Maceió
104,2015744244,Samuel Pastor,6,2023,ATIVO,Prado,Maceió
105,1672334779,Kamilly Cunha,1,2025,ATIVO,Santa Lúcia,Maceió
106,1630515038,Luiza Sousa,3,2023,ATIVO,Clima Bom,Maceió
107,8325959791,Benjamin Marques,5,2026,ATIVO,Jardim Petrópolis,Maceió
108,8818914655,Mateus Pimenta,6,2024,EVADIDO,Santa Amélia,Maceió
109,3379968393,Ana Carolina Cardoso,3,2026,ATIVO,Pescaria,Maceió
110,5867320553,Rhavi Nunes,7,2022,ATIVO,Levada,Maceió
111,389095979,Luiz Otávio Marques,1,2022,ATIVO,Serraria,Maceió
112,6132137710,Davi Lucas Teixeira,4,2026,ATIVO,Ouro Preto,Maceió
113,7001765296,Ágatha Correia,1,2022,EVADIDO,Serraria,Maceió
114,3202543214,Maria Helena Cunha,2,2023,ATIVO,Pescaria,Maceió
115,6864371216,Maria Isis Viana,5,2023,ATIVO,Mangabeiras,Maceió
116,4121107606,Vitor Gabriel Siqueira,2,2025,ATIVO,Tabuleiro do Martins,Maceió
117,3218504770,Zoe Cardoso,6,2025,ATIVO,Pitanguinha,Maceió
118,8896780026,Mirella Borges,5,2023,EVADIDO,Farol,Maceió
119,4345548035,Enzo Gabriel Fonseca,1,2025,ATIVO,Ponta Verde,Maceió
120,892480609,José Pedro Cassiano,4,2023,EVADIDO,Feitosa,Maceió
121,4550730361,Maria Alice Fernandes,2,2023,ATIVO,Jatiúca,Maceió
122,4316054789,Laís Montenegro,1,2025,ATIVO,Ponta Verde,Maceió
123,2527151915,Larissa Marques,6,2024,ATIVO,Jaraguá,Maceió
124,3542029525,Mariane Borges,5,2022,ATIVO,Vergel do Lago,Maceió
125,4813254248,Brayan Garcia,7,2022,ATIVO,Ipioca,Maceió
126,2281876134,Vicente Silveira,1,2022,ATIVO,Mutange,Maceió
127,6660390151,Rafaela Barros,5,2022,TRANCADO,Bom Parto,Maceió
128,5243050155,Pedro Miguel Marques,5,2024,TRANCADO,Poço,Maceió
129,7351598800,Letícia Novais,1,2025,ATIVO,Canaã,Maceió
130,2821385556,Eloah da Conceição,1,2025,ATIVO,Fernão Velho,Maceió
131,6323643348,Nina Guerra,3,2026,ATIVO,Raimundo Marinho,Penedo
132,8198639959,Alícia Montenegro,4,2025,ATIVO,Pajuçara,Maceió
133,6633338407,Nicole da Rosa,6,2026,ATIVO,Mangabeiras,Maceió
134,789139661,Marcelo Pereira,5,2026,ATIVO,Prado,Maceió
135,9279759633,Vitor Hugo Nunes,3,2023,TRANCADO,São Jorge,Maceió
136,3681854180,Enzo Leão,5,2022,ATIVO,Jatiúca,Maceió
137,1320919523,Arthur Cavalcante,4,2024,ATIVO,Bebedouro,Maceió
138,6300548647,Thiago da Cruz,4,2024,ATIVO,Farol,Maceió
139,152932966,Samuel Marques,2,2025,ATIVO,Garça Torta,Maceió
140,7607490834,Otto Pires,6,2024,ATIVO,Jardim Petrópolis,Maceió
141,7216490580,Antony Cassiano,2,2023,ATIVO,Cidade Universitária,Maceió
142,1098742143,Isaque Camargo,4,2024,EVADIDO,São Jorge,Maceió
143,7585467371,Yuri Lima,7,2024,ATIVO,Ponta Grossa,Maceió
144,7292542249,Laís Lima,1,2025,ATIVO,Ipioca,Maceió
145,242470051,Maria Cecília Mendonça,6,2025,ATIVO,São Jorge,Maceió
146,7415367446,Maria Alice Azevedo,2,2026,ATIVO,Bom Parto,Maceió
147,9267317010,Yan Sá,6,2026,ATIVO,Ipioca,Maceió
148,5676786755,André Siqueira,6,2023,ATIVO,Vergel do Lago,Maceió
149,6810248374,Eloá Castro,1,2025,ATIVO,Petrópolis,Maceió
150,7716668987,Dante Gomes,5,2022,EVADIDO,Farol,Maceió
151,4129198821,Ana Vitória Mendonça,3,2025,ATIVO,Benedito Bentes,Maceió
152,8820060489,Samuel Barros,6,2026,ATIVO,Vergel do Lago,Maceió
153,2987136634,Erick Cavalcante,6,2023,ATIVO,Centro Histórico,Penedo
154,6224584496,Esther Rodrigues,5,2023,TRANCADO,Mangabeiras,Maceió
155,5280104259,Esther da Conceição,4,2023,ATIVO,Santos Dumont,Maceió
156,5843306998,Fernanda Oliveira,3,2025,TRANCADO,Santos Dumont,Maceió
157,3172694861,Stephany Sampaio,7,2023,ATIVO,Chã da Jaqueira,Maceió
158,3418968359,Bruno Silveira,1,2026,TRANCADO,Santa Lúcia,Maceió
159,8602877353,Heloísa Vieira,6,2025,ATIVO,Cruz das Almas,Maceió
160,8272282399,Erick Melo,5,2023,ATIVO,Ponta da Terra,Maceió
161,5337079825,Nicole Moraes,5,2024,ATIVO,Santos Dumont,Maceió
162,4753927052,Stella Siqueira,5,2023,TRANCADO,Pinheiro,Maceió
163,398062542,Cauê Silveira,4,2025,ATIVO,Petrópolis,Maceió
164,4575178030,João Lucas Silveira,6,2022,ATIVO,Mutange,Maceió
165,7302572506,Vitor Freitas,3,2023,ATIVO,Centro,Maceió
166,3512156321,Brayan Albuquerque,3,2026,ATIVO,Santos Dumont,Maceió
167,98607222,Catarina Jesus,5,2023,ATIVO,Chã da Jaqueira,Maceió
168,5335035990,Ana Luiza Cavalcante,4,2022,ATIVO,Antares,Maceió
169,4630989864,Juliana Vargas,2,2026,ATIVO,Riacho Doce,Maceió
170,9252816562,Pedro Miguel Sampaio,1,2023,ATIVO,Garça Torta,Maceió
171,8767968771,Arthur Gabriel Macedo,7,2023,ATIVO,Santa Amélia,Maceió
172,6573174661,Zoe das Neves,6,2026,ATIVO,Benedito Bentes,Maceió
173,5843654543,Catarina Martins,1,2025,EVADIDO,Santa Lúcia,Maceió
174,7405074055,José Pedro Santos,5,2024,ATIVO,Poço,Maceió
175,9847197469,José Pires,3,2026,ATIVO,Pontal da Barra,Maceió
176,5912573742,Mariane Guerra,1,2024,ATIVO,Serraria,Maceió
177,5010730042,Dom Novais,6,2026,ATIVO,Ipioca,Maceió
178,2652061992,Pedro Miguel Teixeira,3,2025,ATIVO,Gruta de Lourdes,Maceió
179,8277891529,Juliana Castro,2,2026,ATIVO,Clima Bom,Maceió
180,9400383030,Carolina Aragão,7,2024,ATIVO,Antares,Maceió
181,2510869459,Zoe Novaes,2,2023,ATIVO,Guaxuma,Maceió
182,649655707,Laís Fogaça,5,2026,ATIVO,Trapiche da Barra,Maceió
183,8244087392,José Miguel Barbosa,3,2024,ATIVO,Cidade Universitária,Maceió
184,9445487125,Brayan Sousa,7,2024,ATIVO,Trapiche da Barra,Maceió
185,2423684009,Ágatha Rodrigues,3,2022,EVADIDO,Santa Amélia,Maceió
186,9610849087,Juliana Novais,4,2026,ATIVO,Tabuleiro do Martins,Maceió
187,7181606684,Theodoro Lopes,5,2024,ATIVO,Pontal da Barra,Maceió
188,5748837018,Ana Laura Freitas,6,2024,ATIVO,Pitanguinha,Maceió
189,5731712930,Larissa Nascimento,3,2025,ATIVO,Santos Dumont,Maceió
190,4299918507,Ravy Cirino,1,2024,ATIVO,Ponta da Terra,Maceió
191,5277682647,Luna Rodrigues,4,2023,ATIVO,Ponta Verde,Maceió
192,1176332022,Caleb Caldeira,3,2024,ATIVO,Fernão Velho,Maceió
193,7965369180,Isabela Cavalcanti,7,2024,ATIVO,Chã de Bebedouro,Maceió
194,3282307115,Theodoro Novaes,7,2023,ATIVO,Cruz das Almas,Maceió
195,9823985989,Luigi Oliveira,3,2023,ATIVO,Antares,Maceió
196,2986165431,Levi Albuquerque,5,2022,EVADIDO,Farol,Maceió
197,2039857684,Ana Laura Peixoto,4,2023,ATIVO,Antares,Maceió
198,7633552312,Catarina Almeida,5,2023,ATIVO,Prado,Maceió
199,9855805817,Vicente Pastor,2,2026,ATIVO,Saquarema,Barra de São Miguel
200,451543904,Luana Oliveira,7,2024,ATIVO,Cidade Universitária,Maceió
201,1290747662,Eloah Casa Grande,2,2023,ATIVO,Jacarecica,Maceió
202,4334968332,Maria Luísa Pereira,4,2025,TRANCADO,Santa Amélia,Maceió
203,70007164,Eloah Sampaio,6,2022,ATIVO,Tenório Cavalcanti,Palmeira dos Índios
204,7613352482,Evelyn Pastor,6,2024,ATIVO,Ponta Verde,Maceió
205,7350057377,Isabela Fernandes,6,2025,ATIVO,Ponta Verde,Maceió
206,2319728490,Anthony Casa Grande,3,2026,ATIVO,Jaraguá,Maceió
207,56192340,João Gabriel da Cruz,7,2022,TRANCADO,Bebedouro,Maceió
208,3187893913,Maria Sophia Siqueira,3,2023,ATIVO,Antares,Maceió
209,6240288758,Hadassa Cavalcanti,1,2025,ATIVO,Pinheiro,Maceió
210,9466583342,Juan Cassiano,2,2026,ATIVO,Antares,Maceió
211,6396287031,Davi Lucas Melo,3,2022,ATIVO,Palmeira de Fora,Palmeira dos Índios
212,4627768890,Emilly Monteiro,4,2025,ATIVO,Poço,Maceió
213,6336200707,Rhavi da Rocha,3,2023,ATIVO,Chã da Jaqueira,Maceió
214,4496186390,Bruno Fogaça,7,2022,ATIVO,São Jorge,Maceió
215,6558778688,Daniel Rodrigues,1,2024,ATIVO,Bebedouro,Maceió
216,732045544,Ian Rios,7,2026,ATIVO,Bebedouro,Maceió
217,215118926,Augusto Jesus,7,2023,ATIVO,Juca Sampaio,Palmeira dos Índios
218,7944854000,Matheus da Cunha,3,2022,ATIVO,Benedito Bentes,Maceió
219,8244434742,Vitor Hugo Abreu,5,2026,ATIVO,Jatiúca,Maceió
220,2000428465,Ana Lívia Garcia,4,2024,EVADIDO,Riacho Doce,Maceió
221,7303664854,Yago Andrade,1,2025,ATIVO,Antares,Maceió
222,4506737746,Nina das Neves,5,2024,ATIVO,Bom Parto,Maceió
223,1382632601,Luiz Felipe Monteiro,1,2024,ATIVO,Santa Lúcia,Maceió
224,8993152138,Levi Aragão,3,2023,ATIVO,Santa Lúcia,Maceió
225,7032026175,Sophie da Paz,3,2023,ATIVO,Pinheiro,Maceió
226,9076382659,Maria Cecília Aragão,6,2022,ATIVO,Rio Novo,Maceió
227,9159123258,João Gabriel da Conceição,6,2024,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores
228,8668478034,Yago Rodrigues,7,2022,EVADIDO,Pontal da Barra,Maceió
229,8241750254,Davi Lucas da Rocha,5,2024,ATIVO,Jardim Petrópolis,Maceió
230,5113799498,Oliver Sampaio,6,2026,ATIVO,Santo Amaro,Maceió
231,4006668837,Cecília Câmara,4,2024,ATIVO,Mangabeiras,Maceió
232,7202979436,Pedro Henrique Almeida,2,2024,ATIVO,Santa Lúcia,Maceió
233,3489257581,Mateus Vargas,3,2025,TRANCADO,Rio Novo,Maceió
234,3009363367,Benicio Barros,2,2025,ATIVO,Centro,Maceió
235,5854043053,Francisco Sousa,2,2026,ATIVO,Santo Amaro,Maceió
236,2757906038,Noah da Costa,2,2025,TRANCADO,Barro Duro,Maceió
237,3019238458,Maya Monteiro,1,2024,ATIVO,Feitosa,Maceió
238,1122403835,Vitor Hugo Caldeira,6,2026,ATIVO,Santo Amaro,Maceió
239,9434764092,Ana Vitória Teixeira,1,2022,EVADIDO,Benedito Bentes,Maceió
240,8454259928,Julia Barbosa,6,2025,ATIVO,Santos Dumont,Maceió
241,9990538471,Kaique Silva,1,2026,ATIVO,Gruta de Lourdes,Maceió
242,1003521051,Carolina Mendes,5,2022,ATIVO,Farol,Maceió
243,1262037642,Ana Júlia Lopes,6,2024,EVADIDO,Trapiche da Barra,Maceió
244,4838822814,Diego Sá,3,2023,ATIVO,Jacintinho,Maceió
245,9194777156,Sophia Novaes,7,2024,ATIVO,Chã da Jaqueira,Maceió
246,5172716422,Aylla da Luz,4,2023,ATIVO,Farol,Maceió
247,213847345,Ágatha Rodrigues,3,2023,ATIVO,Gruta de Lourdes,Maceió
248,3542501605,Valentim Silveira,7,2024,ATIVO,Serraria,Maceió
249,5256727492,Daniel Araújo,5,2026,ATIVO,Pontal da Barra,Maceió
250,8839119444,Maria Liz Rezende,6,2022,ATIVO,Feitosa,Maceió
251,3108257215,Otávio das Neves,6,2022,ATIVO,Clima Bom,Maceió
252,8511795453,Pedro Lucas Pimenta,2,2022,ATIVO,Serraria,Maceió
253,6612830116,Henrique Castro,4,2026,ATIVO,Benedito Bentes,Maceió
254,3112247377,Arthur Gabriel Pimenta,2,2025,ATIVO,Vergel do Lago,Maceió
255,6908313263,Vinicius Peixoto,4,2024,TRANCADO,Fernão Velho,Maceió
256,8306381819,Ana Julia Rocha,7,2022,ATIVO,Riacho Doce,Maceió
257,2476103285,Isis Mendonça,6,2023,EVADIDO,Feitosa,Maceió
258,6183368183,Luna Novais,5,2024,ATIVO,Riacho Doce,Maceió
259,3580629077,Asafe Almeida,3,2022,ATIVO,Gruta de Lourdes,Maceió
260,8399977340,Eloá Andrade,5,2023,ATIVO,Ponta da Terra,Maceió
261,1038587691,Eloá Barbosa,4,2025,ATIVO,Pinheiro,Maceió
262,9623745076,Bella Nogueira,7,2026,ATIVO,Mutange,Maceió
263,3315042304,Hadassa Pereira,1,2022,ATIVO,Jacintinho,Maceió
264,9280071383,Valentim Martins,1,2025,ATIVO,Pinheiro,Maceió
265,1039154450,Nina Ramos,2,2022,ATIVO,Bebedouro,Maceió
266,5343389134,Benjamin Cavalcanti,1,2026,ATIVO,Santa Amélia,Maceió
267,2900328921,Isaac Barbosa,2,2026,ATIVO,Vergel do Lago,Maceió
268,1991202476,Calebe Barbosa,7,2022,ATIVO,Vergel do Lago,Maceió
269,3639745727,Rhavi Macedo,6,2025,ATIVO,Pescaria,Maceió
270,9492292989,Guilherme Camargo,2,2025,ATIVO,Vergel do Lago,Maceió
271,1602185576,Kamilly Dias,6,2023,ATIVO,Cruz das Almas,Maceió
272,9401808430,Giovanna Lopes,1,2022,ATIVO,Garça Torta,Maceió
273,9449849187,Nina Pacheco,6,2022,ATIVO,Centro,Maceió
274,9876938260,Agatha Ferreira,5,2026,ATIVO,Pajuçara,Maceió
275,4307483231,Jade Caldeira,7,2022,ATIVO,Tabuleiro do Martins,Maceió
276,6045745130,Pedro Barbosa,7,2024,ATIVO,Rio Novo,Maceió
277,1277578295,Daniel Azevedo,5,2026,ATIVO,Guaxuma,Maceió
278,1153077606,Augusto Fernandes,4,2025,ATIVO,Ouro Preto,Maceió
279,7870343507,Maria Laura Moreira,4,2022,ATIVO,Tabuleiro do Martins,Maceió
280,8865610215,Manuela Santos,1,2026,ATIVO,Gruta de Lourdes,Maceió
281,1707774912,Alexia Souza,3,2023,ATIVO,Jacarecica,Maceió
282,1302659987,Gustavo Cavalcanti,1,2022,ATIVO,Jardim Petrópolis,Maceió
283,815781593,João da Luz,1,2024,ATIVO,Guaxuma,Maceió
284,2018574282,Yuri Santos,5,2022,ATIVO,Vergel do Lago,Maceió
285,7681836457,Luna Caldeira,7,2024,ATIVO,Gruta de Lourdes,Maceió
286,5999341727,Mariah Pastor,1,2024,ATIVO,Mangabeiras,Maceió
287,3317647642,Lívia Abreu,2,2023,ATIVO,Jacarecica,Maceió
288,3594534715,Ágatha Oliveira,4,2022,ATIVO,Chã de Bebedouro,Maceió
289,2198255301,Maya Campos,7,2022,EVADIDO,Jardim Petrópolis,Maceió
290,4623989673,Davi Miguel Sampaio,6,2025,EVADIDO,Santa Lúcia,Maceió
291,5441920237,Vitor Vieira,4,2025,ATIVO,Centro,Maceió
292,9634057905,Pedro Lima,7,2022,TRANCADO,São Jorge,Maceió
293,8098737759,Mateus Azevedo,5,2022,ATIVO,Jaraguá,Maceió
294,6941757959,Dante Martins,5,2025,ATIVO,Pontal da Barra,Maceió
295,6390287562,Asafe Almeida,4,2022,ATIVO,Pontal da Barra,Maceió
296,7260899629,Joana Lopes,6,2024,ATIVO,Chã de Bebedouro,Maceió
297,7451642868,Davi Lucca Gonçalves,5,2023,TRANCADO,Jacarecica,Maceió
298,6749936596,Natália Nogueira,3,2023,ATIVO,Ouro Preto,Maceió
299,7352166030,Alice Nunes,1,2022,ATIVO,Bom Parto,Maceió
300,1272748287,Juliana Cavalcanti,2,2026,ATIVO,Jacintinho,Maceió
301,9463973246,Caroline Barbosa,6,2024,ATIVO,Poço,Maceió
302,846015882,Luísa Duarte,2,2025,ATIVO,Tabuleiro do Martins,Maceió
303,7545718191,Luiz Otávio Santos,3,2026,TRANCADO,Benedito Bentes,Maceió
304,3717157737,Zoe Andrade,1,2026,ATIVO,São Jorge,Maceió
305,1117865001,Luiz Otávio Carvalho,7,2024,TRANCADO,Pitanguinha,Maceió
306,7611547019,Juan Silveira,5,2023,ATIVO,Feitosa,Maceió
307,5429764570,Ana Luiza Borges,3,2025,ATIVO,Canaã,Maceió
308,6503796671,Melina Fogaça,2,2022,ATIVO,Jatiúca,Maceió
309,2769318096,Augusto Cunha,6,2026,TRANCADO,Bebedouro,Maceió
310,8503770566,Calebe Aragão,6,2024,ATIVO,Jatiúca,Maceió
311,3048625079,Maitê Mendonça,1,2024,ATIVO,Chã da Jaqueira,Maceió
312,3085073372,Mariah Albuquerque,7,2022,TRANCADO,Pescaria,Maceió
313,1617917085,Mariane Lopes,3,2025,ATIVO,Pedro Sales de Barros,Olho d'Água das Flores
314,9395016963,Ana Beatriz Sampaio,2,2022,ATIVO,Clima Bom,Maceió
315,2203058886,Murilo Ramos,7,2022,EVADIDO,Feitosa,Maceió
316,2029668449,Ana Vitória Borges,5,2024,ATIVO,Benedito Bentes,Maceió
317,455364616,Alexandre Sá,4,2022,ATIVO,São Jorge,Maceió
318,6064426600,Kamilly Rodrigues,1,2023,EVADIDO,Guaxuma,Maceió
319,3336369025,Eloá Dias,5,2022,ATIVO,Ouro Preto,Maceió
320,7073461871,Mariana Gomes,3,2025,ATIVO,Farol,Maceió
321,6942060968,Ravi Rodrigues,4,2023,EVADIDO,Santa Amélia,Maceió
322,2382096351,Davi Luiz Alves,2,2026,ATIVO,Canaã,Maceió
323,1516270880,Anthony Gabriel Cassiano,4,2024,ATIVO,Trapiche da Barra,Maceió
324,7037925471,Rael Cavalcanti,6,2025,ATIVO,Guaxuma,Maceió
325,2567223385,Rebeca Andrade,3,2026,TRANCADO,Santa Lúcia,Maceió
326,405999942,Eloah da Cruz,2,2024,TRANCADO,Trapiche da Barra,Maceió
327,7184505145,Yago Leão,4,2025,ATIVO,Santa Amélia,Maceió
328,514326922,Maria Flor Peixoto,6,2024,TRANCADO,Garça Torta,Maceió
329,5731500101,Lívia Fernandes,1,2024,ATIVO,Cidade Universitária,Maceió
330,6653149620,Ana Luiza Cunha,7,2026,EVADIDO,Antares,Maceió
331,7998884946,Breno das Neves,4,2023,ATIVO,Rio Novo,Maceió
332,1405714839,Cecilia Vasconcelos,7,2022,ATIVO,Prado,Maceió
333,4564709031,Isabela Sá,2,2023,ATIVO,Ponta da Terra,Maceió
334,9262893970,Emanuel da Costa,7,2026,ATIVO,Jaraguá,Maceió
335,7310585482,Isis Cassiano,6,2025,ATIVO,Feitosa,Maceió
336,6236298464,Maria Luísa Vargas,3,2025,ATIVO,Prado,Maceió
337,4503260841,Ana Clara Garcia,4,2026,TRANCADO,Pitanguinha,Maceió
338,3057100711,Nathan Lopes,5,2024,ATIVO,Jaraguá,Maceió
339,2350659711,Matteo Almeida,5,2022,EVADIDO,Jardim Petrópolis,Maceió
340,7188783212,Eloah Viana,2,2022,EVADIDO,Ipioca,Maceió
