id_estudante,matricula,nome,id_curso,ano_ingresso,bairro,cidade,freq_media,total_reprovacoes,total_disciplinas,risco_evasao
61,1628845545,Enrico Fernandes,7,2023,Centro,Arapiraca,0.6,5,5,ALTO
62,3320760466,Gabriel das Neves,6,2025,Santos Dumont,Maceió,0.91,0,5,BAIXO
63,9361205027,Diogo Monteiro,2,2026,Cidade Universitária,Maceió,0.94,0,5,BAIXO
64,3993444391,Marcos Vinicius Rodrigues,4,2024,Farol,Maceió,0.6,5,5,ALTO
65,3407114526,Pedro Miguel Siqueira,7,2024,Vergel do Lago,Maceió,0.78,0,5,MEDIO
66,3510129956,Pedro Miguel Freitas,3,2022,Jaraguá,Maceió,0.94,0,5,BAIXO
67,5381603392,Ana Clara Pacheco,3,2026,Jardim Petrópolis,Maceió,0.9,0,5,BAIXO
68,1703068554,Emanuel Cardoso,6,2022,Rio Novo,Maceió,0.94,0,5,BAIXO
69,4052918015,Juan da Rocha,5,2023,Chã da Jaqueira,Maceió,0.71,4,5,MEDIO
70,4825846227,Ana Sophia Aparecida,3,2026,Rio Novo,Maceió,0.57,5,5,ALTO
71,1519310518,Luiza Farias,1,2024,Barro Duro,Maceió,0.52,5,5,ALTO
72,7146786200,Marcos Vinicius da Mata,2,2026,Guaxuma,Maceió,0.89,0,5,BAIXO
73,2621101043,Clarice Sales,3,2025,São Jorge,Maceió,0.78,2,5,MEDIO
74,2896453689,Murilo Leão,3,2024,Jacintinho,Maceió,0.55,5,5,ALTO
75,978519726,Maria Luísa Aragão,3,2026,Petrópolis,Maceió,0.44,5,5,ALTO
76,911232692,Joana Castro,1,2025,Tenório Cavalcanti,Palmeira dos Índios,0.54,5,5,ALTO
77,4698507403,Arthur Costa,3,2022,Guaxuma,Maceió,0.97,0,5,BAIXO
78,4094678006,Letícia Araújo,5,2025,Centro,Maceió,0.94,0,5,BAIXO
79,1093493873,Marina Cassiano,1,2023,Trapiche da Barra,Maceió,0.94,0,5,BAIXO
80,2764117178,Maria Laura Machado,1,2023,Jacarecica,Maceió,0.6,5,5,ALTO
81,317923298,Isabel Fernandes,6,2023,Tabuleiro do Martins,Maceió,0.75,2,5,MEDIO
82,1866876238,Ayla Freitas,3,2024,Jardim Petrópolis,Maceió,0.44,5,5,ALTO
83,2155911792,Ryan Costela,7,2024,Santo Amaro,Maceió,0.87,0,5,BAIXO
84,4726426617,Gabriela Cavalcanti,4,2024,Gruta de Lourdes,Maceió,0.92,0,5,BAIXO
85,4873129228,Emanuella Rodrigues,3,2023,Pajuçara,Maceió,0.71,5,5,MEDIO
86,1101782397,Stella Rocha,5,2022,Poço,Maceió,0.78,1,5,MEDIO
87,331780818,Vinicius da Conceição,7,2023,Vergel do Lago,Maceió,0.76,3,5,MEDIO
88,6103136578,Ana Sophia da Costa,3,2024,Jacarecica,Maceió,0.54,5,5,ALTO
89,5370845373,Lívia Monteiro,1,2024,Ponta Verde,Maceió,0.95,0,5,BAIXO
90,812129983,Ana Andrade,2,2026,Barro Duro,Maceió,0.8,0,5,MEDIO
91,1875860531,Benicio Ribeiro,6,2024,Levada,Maceió,0.94,0,5,BAIXO
92,1257795741,José Miguel Albuquerque,2,2024,Ipioca,Maceió,0.75,2,5,MEDIO
93,1268442827,Bruna Castro,5,2022,Serraria,Maceió,0.81,0,5,MEDIO
94,5774879958,Leandro Moura,2,2025,Petrópolis,Maceió,0.78,2,5,MEDIO
95,1118315482,Ana Laura Alves,2,2023,Mutange,Maceió,0.44,5,5,ALTO
96,1524495730,Bruno Garcia,3,2026,Cidade Universitária,Maceió,0.75,1,5,MEDIO
97,4372532160,Joaquim Nascimento,3,2023,Vergel do Lago,Maceió,0.8,0,5,MEDIO
98,318090145,Felipe Cunha,7,2022,Pitanguinha,Maceió,0.58,5,5,ALTO
99,5248961800,Jade Teixeira,1,2024,Guaxuma,Maceió,0.81,0,5,MEDIO
100,4043338834,Agatha Lopes,1,2023,Mutange,Maceió,0.7,5,5,MEDIO
101,9079405473,Anna Liz Sales,7,2026,Rio Novo,Maceió,0.63,5,5,ALTO
102,7417220057,Mariana Novais,6,2024,Ouro Preto,Maceió,0.95,0,5,BAIXO
103,8057705029,Julia Duarte,5,2022,Prado,Maceió,0.95,0,5,BAIXO
104,7353307089,João Gabriel Moura,6,2022,Cidade Universitária,Maceió,0.94,0,5,BAIXO
105,1045716987,Henry da Mata,7,2026,Pajuçara,Maceió,0.94,0,5,BAIXO
106,9990363330,João Gabriel das Neves,5,2025,Poço,Maceió,0.52,5,5,ALTO
107,1044124315,Melina Moreira,7,2024,Rio Novo,Maceió,0.9,0,5,BAIXO
108,8662336944,Ana Vitória Vasconcelos,2,2026,Bom Parto,Maceió,0.6,5,5,ALTO
109,1646791558,Larissa Monteiro,2,2023,Santa Amélia,Maceió,0.75,3,5,MEDIO
110,7318400344,Luna Moraes,2,2026,São Jorge,Maceió,0.92,0,5,BAIXO
111,4279386643,Yasmin Caldeira,6,2024,Chã de Bebedouro,Maceió,0.96,0,5,BAIXO
112,8229741362,Giovanna Azevedo,2,2023,Petrópolis,Maceió,0.55,5,5,ALTO
113,5496618669,Maitê Peixoto,2,2023,Levada,Maceió,0.75,1,5,MEDIO
114,8955523433,Benicio Nunes,2,2023,Prado,Maceió,0.78,2,5,MEDIO
115,8949055084,Nicolas Correia,4,2025,Jatiúca,Maceió,0.93,0,5,BAIXO
116,76082887,Lorenzo Cunha,6,2022,Bom Parto,Maceió,0.92,0,5,BAIXO
117,9464723603,Bianca Albuquerque,2,2024,Pontal da Barra,Maceió,0.94,0,5,BAIXO
118,8578312132,Fernando Carvalho,1,2024,Fernão Velho,Maceió,0.94,0,5,BAIXO
119,7261578139,Oliver Caldeira,2,2022,Jardim Petrópolis,Maceió,0.59,5,5,ALTO
120,6093002693,Aylla Barbosa,1,2022,Gruta de Lourdes,Maceió,0.94,0,5,BAIXO
121,6555781499,Emanuel Sá,5,2023,Chã de Bebedouro,Maceió,0.93,0,5,BAIXO
122,9767299370,Arthur Gabriel Souza,4,2023,Bebedouro,Maceió,0.57,5,5,ALTO
123,4594921629,Maria Júlia Cardoso,1,2023,Clima Bom,Maceió,0.75,2,5,MEDIO
124,8110719180,Rafaela Cunha,5,2025,Guaxuma,Maceió,0.74,4,5,MEDIO
125,6449365990,Isis Montenegro,4,2026,Jatiúca,Maceió,0.74,3,5,MEDIO
126,9676386669,Raul da Paz,4,2025,Ponta da Terra,Maceió,0.71,5,5,MEDIO
127,640022536,Theodoro da Conceição,2,2025,Ipioca,Maceió,0.76,2,5,MEDIO
128,6930586211,Stella Barbosa,2,2024,São Cristóvão,Palmeira dos Índios,0.76,1,5,MEDIO
129,9564011488,Clara Oliveira,5,2024,Jatiúca,Maceió,0.72,3,5,MEDIO
130,4296408502,Maria Liz Pacheco,2,2024,Santa Amélia,Maceió,0.92,0,5,BAIXO
131,3407761940,Otávio Borges,2,2023,Clima Bom,Maceió,0.92,0,5,BAIXO
132,6123584611,Bryan Abreu,5,2023,Guaxuma,Maceió,0.93,0,5,BAIXO
133,4008145034,Kaique Correia,4,2024,Pontal da Barra,Maceió,0.9,0,5,BAIXO
134,491912577,Luana Cavalcanti,7,2023,Serraria,Maceió,0.74,2,5,MEDIO
135,815858414,Brenda Duarte,4,2024,Barro Duro,Maceió,0.57,5,5,ALTO
136,3597102555,Nathan Farias,3,2022,Praia das Conchas,Barra de São Miguel,0.88,0,5,BAIXO
137,2164386279,Isis Mendes,6,2026,Vergel do Lago,Maceió,0.73,4,5,MEDIO
138,1500848383,Augusto Sampaio,7,2026,Barro Duro,Maceió,0.76,2,5,MEDIO
139,9986174404,Isabel Costela,5,2024,Canaã,Maceió,0.75,2,5,MEDIO
140,6892824847,Elisa Pereira,2,2024,Pedro Sales de Barros,Olho d'Água das Flores,0.8,0,5,MEDIO
141,9348614604,Yasmin das Neves,4,2023,Pedro Sales de Barros,Olho d'Água das Flores,0.6,5,5,ALTO
142,88236347,Manuella Cassiano,1,2022,Centro Histórico,Penedo,0.93,0,5,BAIXO
143,4846064969,Bernardo Nascimento,4,2026,Barro Duro,Maceió,0.55,5,5,ALTO
144,1558744651,Luísa Sales,3,2025,Canaã,Maceió,0.78,0,5,MEDIO
145,2958101052,Laís Andrade,7,2025,Santos Dumont,Maceió,0.97,0,5,BAIXO
146,5768842229,Emanuel Aparecida,2,2022,Farol,Maceió,0.92,0,5,BAIXO
147,9343862336,Renan Gonçalves,3,2022,Bom Parto,Maceió,0.8,0,5,MEDIO
148,5924760506,Maria Flor da Luz,2,2025,Gruta de Lourdes,Maceió,0.88,0,5,BAIXO
149,7637810005,Benício da Luz,5,2022,Santa Lúcia,Maceió,0.97,0,5,BAIXO
150,2925012528,Léo Gomes,3,2025,Jaraguá,Maceió,0.89,0,5,BAIXO
151,9936032829,Davi Pereira,2,2025,Canaã,Maceió,0.74,3,5,MEDIO
152,8303201953,Caroline Carvalho,5,2025,Jaraguá,Maceió,0.78,0,5,MEDIO
153,4851793915,Amanda Novaes,2,2025,Trapiche da Barra,Maceió,0.92,0,5,BAIXO
154,1126390036,Noah Moura,5,2025,Jacintinho,Maceió,0.91,0,5,BAIXO
155,2372570446,Kevin Lopes,5,2023,Pitanguinha,Maceió,0.7,5,5,MEDIO
156,7484606253,Luiz Felipe Alves,5,2025,Trapiche da Barra,Maceió,0.53,5,5,ALTO
157,8144315621,Rhavi Rezende,5,2025,Chã da Jaqueira,Maceió,0.5,5,5,ALTO
158,4579702113,Isaque Vasconcelos,5,2024,Bebedouro,Maceió,0.68,5,5,MEDIO
159,162540395,Ana Lívia Fogaça,2,2022,Mangabeiras,Maceió,0.67,5,5,MEDIO
160,8555279858,Ana Cecília Azevedo,6,2023,Pajuçara,Maceió,0.86,0,5,BAIXO
161,9518095695,Milena Costa,5,2026,Gruta de Lourdes,Maceió,0.9,0,5,BAIXO
162,7567764047,Agatha Cunha,6,2024,Rio Novo,Maceió,0.81,0,5,MEDIO
163,3127602594,Hellena Cassiano,6,2026,Pinheiro,Maceió,0.56,5,5,ALTO
164,1852936882,Yan Marques,4,2024,Feitosa,Maceió,0.97,0,5,BAIXO
165,2614776493,Liz Araújo,2,2026,Gruta de Lourdes,Maceió,0.76,2,5,MEDIO
166,2685217190,Isadora Nunes,4,2026,Nova Esperança,Arapiraca,0.52,5,5,ALTO
167,7557964977,João Miguel Oliveira,2,2025,Ipioca,Maceió,0.74,3,5,MEDIO
168,3826393733,Luísa Oliveira,3,2026,Barro Duro,Maceió,0.88,0,5,BAIXO
169,7831663433,Gabriela Rios,3,2025,Centro,Maceió,0.9,0,5,BAIXO
170,7201166971,Théo da Cunha,1,2026,Rio Novo,Maceió,0.95,0,5,BAIXO
171,4635856521,Joana Pereira,2,2022,Benedito Bentes,Maceió,0.9,0,5,BAIXO
172,5597723256,Erick Vargas,5,2025,Santo Amaro,Maceió,0.58,5,5,ALTO
173,4189740631,Isabel Cavalcanti,4,2026,Garça Torta,Maceió,0.96,0,5,BAIXO
174,76397371,Hellena da Rosa,4,2022,Prado,Maceió,0.73,4,5,MEDIO
175,5393645839,Maria Alice Guerra,6,2022,Chã da Jaqueira,Maceió,0.92,0,5,BAIXO
176,5433731469,André Cassiano,1,2024,Santa Lúcia,Maceió,0.57,5,5,ALTO
177,6644075983,Lara Sousa,2,2024,Ponta da Terra,Maceió,0.92,0,5,BAIXO
178,7900005372,Luiza Siqueira,5,2026,Jardim Petrópolis,Maceió,0.88,0,5,BAIXO
179,2712747738,Benicio Montenegro,7,2026,Barra Mar,Barra de São Miguel,0.89,0,5,BAIXO
180,8405640274,Theodoro Campos,1,2024,Rio Novo,Maceió,0.71,4,5,MEDIO
181,5653144418,Benício Borges,7,2026,Santo Amaro,Maceió,0.58,5,5,ALTO
182,8540455378,Joaquim Silva,4,2023,Santa Lúcia,Maceió,0.55,5,5,ALTO
183,4096783802,Francisco Araújo,4,2022,Trapiche da Barra,Maceió,0.77,2,5,MEDIO
184,3112800399,Ravy Garcia,2,2022,Barro Duro,Maceió,0.75,2,5,MEDIO
185,9514525469,Pedro Lucas Fernandes,7,2024,Santa Izabel,Penedo,0.68,5,5,MEDIO
186,2171733981,Paulo Peixoto,5,2024,Santa Lúcia,Maceió,0.59,5,5,ALTO
187,6161371951,Enzo Gabriel Pinto,1,2022,Feitosa,Maceió,0.52,5,5,ALTO
188,3969321641,Maria Fernanda Sales,5,2026,Prado,Maceió,0.76,2,5,MEDIO
189,3617503331,Melina Martins,7,2023,Gruta de Lourdes,Maceió,0.91,0,5,BAIXO
190,5082184531,Stella Mendonça,3,2025,Pontal da Barra,Maceió,0.94,0,5,BAIXO
191,9878192761,Nicole Vasconcelos,4,2023,Ponta Verde,Maceió,0.89,0,5,BAIXO
192,4716414378,Rafael Correia,3,2022,Chã da Jaqueira,Maceió,0.74,3,5,MEDIO
193,4815967224,Alexia Garcia,4,2024,Barra Mar,Barra de São Miguel,0.71,4,5,MEDIO
194,8360541068,Gael Henrique Cardoso,1,2026,Bebedouro,Maceió,0.88,0,5,BAIXO
195,3725875055,Davi Lucas Pastor,2,2023,Cruz das Almas,Maceió,0.93,0,5,BAIXO
196,3198600721,Henry Vargas,7,2022,Pajuçara,Maceió,0.94,0,5,BAIXO
197,7597898212,Luiz Felipe Santos,5,2024,Guaxuma,Maceió,0.52,5,5,ALTO
198,4191237128,Guilherme Andrade,2,2025,Fernão Velho,Maceió,0.96,0,5,BAIXO
199,826804860,Gabrielly Cunha,7,2023,Jacintinho,Maceió,0.52,5,5,ALTO
200,27716192,Julia Melo,3,2023,Centro Histórico,Penedo,0.76,2,5,MEDIO
201,5870143792,João Vitor Almeida,4,2022,Jatiúca,Maceió,0.75,2,5,MEDIO
202,7067967545,Enzo Pacheco,3,2024,Santo Amaro,Maceió,0.98,0,5,BAIXO
203,4101932301,Murilo da Paz,4,2022,Cruz das Almas,Maceió,0.94,0,5,BAIXO
204,7893353871,Ravy Farias,4,2024,Santos Dumont,Maceió,0.96,0,5,BAIXO
205,7103563855,Pietra Ramos,6,2024,Antares,Maceió,0.72,4,5,MEDIO
206,2122890476,Ana da Cunha,5,2024,Garça Torta,Maceió,0.74,2,5,MEDIO
207,4682291027,Arthur Lima,2,2022,Vergel do Lago,Maceió,0.72,3,5,MEDIO
208,8262035557,Agatha Cavalcanti,7,2022,Pajuçara,Maceió,0.54,5,5,ALTO
209,5895575988,João Gabriel Dias,7,2026,Jatiúca,Maceió,0.62,5,5,ALTO
210,5434447140,Igor Rios,2,2023,Pontal da Barra,Maceió,0.66,5,5,MEDIO
211,2312926809,Rodrigo Barbosa,4,2024,Jatiúca,Maceió,0.78,0,5,MEDIO
212,3388763677,Gabriela Camargo,5,2022,Mangabeiras,Maceió,0.9,0,5,BAIXO
213,5772712311,Joaquim Aragão,3,2026,Jaraguá,Maceió,0.71,5,5,MEDIO
214,3598093930,Isis Novais,7,2022,Fernão Velho,Maceió,0.63,5,5,ALTO
215,1703405199,Alana Fernandes,6,2025,Ponta da Terra,Maceió,0.89,0,5,BAIXO
216,1350256455,Juliana Monteiro,3,2026,Poço,Maceió,0.62,5,5,ALTO
217,767898237,Alícia Ribeiro,4,2025,Tabuleiro do Martins,Maceió,0.93,0,5,BAIXO
218,265421606,Leandro Fogaça,6,2025,Jaraguá,Maceió,0.73,3,5,MEDIO
219,2015670281,Davi Miguel da Paz,3,2024,Senador Nilo Coelho,Arapiraca,0.7,5,5,MEDIO
220,7090676234,Joana da Cruz,5,2026,Rio Novo,Maceió,0.8,0,5,MEDIO
221,1027070306,José Lopes,6,2023,Mangabeiras,Maceió,0.9,0,5,BAIXO
222,4006968319,Antonella Novais,2,2025,Fernão Velho,Maceió,0.55,5,5,ALTO
223,755780439,Evelyn Dias,7,2024,Barro Duro,Maceió,0.89,0,5,BAIXO
224,6397889725,Igor Cunha,5,2026,Santo Amaro,Maceió,0.94,0,5,BAIXO
225,8288050514,Mirella da Mota,5,2024,São Jorge,Maceió,0.79,0,5,MEDIO
226,5139312983,João Miguel Moreira,6,2023,Santa Izabel,Penedo,0.73,3,5,MEDIO
227,8750657180,Luigi Martins,7,2025,Centro,Barra de São Miguel,0.78,1,5,MEDIO
228,881435330,Ana Carolina Cavalcanti,2,2023,Pescaria,Maceió,0.71,4,5,MEDIO
229,5144941014,Alice Barbosa,7,2022,Mutange,Maceió,0.92,0,5,BAIXO
230,373999192,Josué Borges,7,2023,Gruta de Lourdes,Maceió,0.93,0,5,BAIXO
231,529712204,Bruno Almeida,7,2025,Ouro Preto,Maceió,0.94,0,5,BAIXO
232,8248634004,Erick Macedo,1,2022,Barro Duro,Maceió,0.9,0,5,BAIXO
233,4496431009,Ravy Costa,1,2025,Riacho Doce,Maceió,0.74,3,5,MEDIO
234,6496471204,Luiz Gustavo Cavalcanti,4,2025,Gruta de Lourdes,Maceió,0.94,0,5,BAIXO
235,7254174939,Lorena Peixoto,7,2022,Benedito Bentes,Maceió,0.7,5,5,MEDIO
236,8773371944,Guilherme Aparecida,7,2025,Antares,Maceió,0.7,5,5,MEDIO
237,9947949552,Isabela Pimenta,4,2023,Tabuleiro do Martins,Maceió,0.94,0,5,BAIXO
238,2006508690,Yuri Leão,7,2026,Ponta Verde,Maceió,0.73,4,5,MEDIO
239,3199993498,Arthur Gabriel Castro,3,2025,Vergel do Lago,Maceió,0.89,0,5,BAIXO
240,3234108234,Davi Lucca Cavalcante,2,2024,Pajuçara,Maceió,0.76,1,5,MEDIO
241,6984619984,João Barros,1,2024,Levada,Maceió,0.48,5,5,ALTO
242,3364350744,Valentim Vargas,3,2022,Ouro Preto,Maceió,0.95,0,5,BAIXO
243,8667447947,Maysa Rocha,2,2023,Alto de São Marcos,Barra de São Miguel,0.72,3,5,MEDIO
244,6907440833,Júlia Souza,2,2023,Brejo,Barra de São Miguel,0.6,5,5,ALTO
245,9680035852,Caroline Novais,4,2024,Mangabeiras,Maceió,0.91,0,5,BAIXO
246,8478804319,Manuella Sá,6,2026,Petrópolis,Maceió,0.95,0,5,BAIXO
247,3727955725,Bernardo Ramos,5,2024,Raimundo Marinho,Penedo,0.91,0,5,BAIXO
248,298881691,Isabela Moura,6,2022,Farol,Maceió,0.56,5,5,ALTO
249,9128343077,Mariah Teixeira,6,2022,Santa Lúcia,Maceió,0.72,5,5,MEDIO
250,7127523103,João Miguel Gomes,6,2025,Feitosa,Maceió,0.93,0,5,BAIXO
251,9387883852,Brayan Peixoto,1,2022,Jacintinho,Maceió,0.72,4,5,MEDIO
252,5377570580,Eduardo Pires,2,2025,Centro,Maceió,0.95,0,5,BAIXO
253,7647656189,Enzo Gabriel Fernandes,7,2024,Benedito Bentes,Maceió,0.75,3,5,MEDIO
254,1041662447,Lara da Mota,5,2024,Poço,Maceió,0.73,3,5,MEDIO
255,9543523346,Bella Siqueira,6,2023,Jacarecica,Maceió,0.76,2,5,MEDIO
256,7758681761,Carolina Melo,7,2024,Pescaria,Maceió,0.71,4,5,MEDIO
257,9784885768,Raul Cavalcanti,4,2025,Ponta Verde,Maceió,0.92,0,5,BAIXO
258,6968329061,Vicente Marques,4,2022,Serraria,Maceió,0.74,3,5,MEDIO
259,1204342449,Marcos Vinicius Sá,1,2026,Jacarecica,Maceió,0.55,5,5,ALTO
260,9137355315,Júlia Novais,5,2022,Serraria,Maceió,0.89,0,5,BAIXO
261,387122755,Sophie Oliveira,1,2024,Barro Duro,Maceió,0.44,5,5,ALTO
262,2601483321,Maria Fernanda Correia,3,2025,Jaraguá,Maceió,0.9,0,5,BAIXO
263,2198205368,Bella Pereira,4,2023,Mangabeiras,Maceió,0.92,0,5,BAIXO
264,8073465399,Thiago Guerra,7,2022,Santos Dumont,Maceió,0.84,0,5,MEDIO
265,7481541732,Bryan Marques,3,2022,Vergel do Lago,Maceió,0.57,5,5,ALTO
266,1583530059,Cauã Sales,7,2023,Poço,Maceió,0.48,5,5,ALTO
267,2909530739,Bárbara Vieira,1,2023,Santo Amaro,Maceió,0.95,0,5,BAIXO
268,9282713604,João Miguel Nunes,5,2023,Santa Amélia,Maceió,0.8,0,5,MEDIO
269,9572653550,Ana Clara das Neves,3,2026,Vila Maria,Palmeira dos Índios,0.71,3,5,MEDIO
270,5233147034,Nicole da Cunha,7,2026,Garça Torta,Maceió,0.67,5,5,MEDIO
271,3094095843,Gustavo Pastor,6,2024,Farol,Maceió,0.9,0,5,BAIXO
272,372315162,Ester Nascimento,3,2022,Guaxuma,Maceió,0.8,0,5,MEDIO
273,2678119280,Paulo da Rosa,5,2024,Serraria,Maceió,0.75,3,5,MEDIO
274,3477543238,Bernardo Farias,2,2023,Levada,Maceió,0.92,0,5,BAIXO
275,7665957139,Igor Montenegro,1,2026,Ouro Preto,Maceió,0.79,0,5,MEDIO
276,3988457567,Murilo da Cruz,2,2026,Chã da Jaqueira,Maceió,0.86,0,5,BAIXO
277,6496516864,Fernanda Novais,6,2026,Ponta Grossa,Maceió,0.94,0,5,BAIXO
278,9990776387,Pietro Carvalho,6,2022,Petrópolis,Maceió,0.54,5,5,ALTO
279,3192425647,Nicolas Martins,5,2024,Santo Amaro,Maceió,0.92,0,5,BAIXO
280,6364769932,Luiz Fernando Barbosa,3,2023,Canaã,Maceió,0.89,0,5,BAIXO
281,197861262,Stephany Rocha,3,2025,Riacho Doce,Maceió,0.78,0,5,MEDIO
282,2293969709,Mariane Nascimento,1,2024,Gruta de Lourdes,Maceió,0.72,3,5,MEDIO
283,8835266390,Caleb Macedo,6,2025,Feitosa,Maceió,0.91,0,5,BAIXO
284,6986774250,Allana Correia,4,2026,Riacho Doce,Maceió,0.55,5,5,ALTO
285,966355722,Vitor Ramos,7,2024,Guaxuma,Maceió,0.8,0,5,MEDIO
286,1668171531,Henry Gabriel Dias,1,2026,Bom Parto,Maceió,0.91,0,5,BAIXO
287,8862906889,Pietra Andrade,6,2026,Ouro Preto,Maceió,0.71,4,5,MEDIO
288,3241030104,Maria Luiza Souza,4,2022,Feitosa,Maceió,0.92,0,5,BAIXO
