id_estudante,matricula,nome,id_curso,ano_ingresso,bairro,cidade,freq_media,total_reprovacoes,total_disciplinas,risco_evasao
148,5676786755,André Siqueira,2,2025,Pitanguinha,Maceió,0.57,5,5,ALTO
149,6810248374,Eloá Castro,3,2026,Pescaria,Maceió,0.8,0,5,MEDIO
150,7716668987,Dante Gomes,4,2024,Chã de Bebedouro,Maceió,0.91,0,5,BAIXO
151,4129198821,Ana Vitória Mendonça,3,2022,Farol,Maceió,0.75,2,5,MEDIO
152,8820060489,Samuel Barros,1,2026,Garça Torta,Maceió,0.93,0,5,BAIXO
153,2987136634,Erick Cavalcante,3,2023,Levada,Maceió,0.88,0,5,BAIXO
154,6224584496,Esther Rodrigues,5,2022,Bebedouro,Maceió,0.89,0,5,BAIXO
155,5280104259,Esther da Conceição,4,2024,Bom Parto,Maceió,0.91,0,5,BAIXO
156,5843306998,Fernanda Oliveira,7,2026,Tabuleiro do Martins,Maceió,0.94,0,5,BAIXO
157,3172694861,Stephany Sampaio,3,2024,Trapiche da Barra,Maceió,0.48,5,5,ALTO
158,3418968359,Bruno Silveira,2,2022,Chã de Bebedouro,Maceió,0.73,2,5,MEDIO
159,8602877353,Heloísa Vieira,3,2024,Jardim Petrópolis,Maceió,0.97,0,5,BAIXO
160,8272282399,Erick Melo,7,2022,Jacarecica,Maceió,0.96,0,5,BAIXO
161,5337079825,Nicole Moraes,6,2022,Clima Bom,Maceió,0.92,0,5,BAIXO
162,4753927052,Stella Siqueira,5,2026,Ouro Preto,Maceió,0.55,5,5,ALTO
163,398062542,Cauê Silveira,6,2023,Mangabeiras,Maceió,0.9,0,5,BAIXO
164,4575178030,João Lucas Silveira,3,2026,Clima Bom,Maceió,0.72,4,5,MEDIO
165,7302572506,Vitor Freitas,1,2024,Santa Amélia,Maceió,0.92,0,5,BAIXO
166,3512156321,Brayan Albuquerque,7,2025,Benedito Bentes,Maceió,0.79,1,5,MEDIO
167,98607222,Catarina Jesus,1,2022,Guaxuma,Maceió,0.76,1,5,MEDIO
168,5335035990,Ana Luiza Cavalcante,4,2026,Pajuçara,Maceió,0.59,5,5,ALTO
169,4630989864,Juliana Vargas,3,2023,Canaã,Maceió,0.88,0,5,BAIXO
170,9252816562,Pedro Miguel Sampaio,5,2024,Barro Duro,Maceió,0.56,5,5,ALTO
171,8767968771,Arthur Gabriel Macedo,3,2025,Bebedouro,Maceió,0.92,0,5,BAIXO
172,6573174661,Zoe das Neves,2,2025,Poço,Maceió,0.81,0,5,MEDIO
173,5843654543,Catarina Martins,7,2025,Centro,Maceió,0.95,0,5,BAIXO
174,7405074055,José Pedro Santos,2,2023,Garça Torta,Maceió,0.56,5,5,ALTO
175,9847197469,José Pires,2,2025,Benedito Bentes,Maceió,0.92,0,5,BAIXO
176,5912573742,Mariane Guerra,5,2022,Mutange,Maceió,0.91,0,5,BAIXO
177,5010730042,Dom Novais,2,2022,Ouro Preto,Maceió,0.55,5,5,ALTO
178,2652061992,Pedro Miguel Teixeira,6,2022,Ponta Grossa,Maceió,0.98,0,5,BAIXO
179,8277891529,Juliana Castro,2,2026,Jacintinho,Maceió,0.55,5,5,ALTO
180,9400383030,Carolina Aragão,2,2024,Benedito Bentes,Maceió,0.94,0,5,BAIXO
181,2510869459,Zoe Novaes,7,2023,Ouro Preto,Maceió,0.89,0,5,BAIXO
182,649655707,Laís Fogaça,5,2023,Tabuleiro do Martins,Maceió,0.73,3,5,MEDIO
183,8244087392,José Miguel Barbosa,7,2026,Jacarecica,Maceió,0.92,0,5,BAIXO
184,9445487125,Brayan Sousa,2,2024,Garça Torta,Maceió,0.95,0,5,BAIXO
185,2423684009,Ágatha Rodrigues,3,2023,Ipioca,Maceió,0.9,0,5,BAIXO
186,9610849087,Juliana Novais,6,2023,Barro Duro,Maceió,0.97,0,5,BAIXO
187,7181606684,Theodoro Lopes,3,2023,Guaxuma,Maceió,0.62,5,5,ALTO
188,5748837018,Ana Laura Freitas,5,2026,Prado,Maceió,0.77,1,5,MEDIO
189,5731712930,Larissa Nascimento,3,2022,Cidade Universitária,Maceió,0.92,0,5,BAIXO
190,4299918507,Ravy Cirino,1,2024,Poço,Maceió,0.91,0,5,BAIXO
191,5277682647,Luna Rodrigues,5,2023,Mutange,Maceió,0.94,0,5,BAIXO
192,1176332022,Caleb Caldeira,3,2024,Pedro Sales de Barros,Olho d'Água das Flores,0.75,2,5,MEDIO
193,7965369180,Isabela Cavalcanti,1,2026,Vergel do Lago,Maceió,0.72,5,5,MEDIO
194,3282307115,Theodoro Novaes,2,2026,Ponta da Terra,Maceió,0.74,2,5,MEDIO
195,9823985989,Luigi Oliveira,6,2026,Santa Lúcia,Maceió,0.88,0,5,BAIXO
196,2986165431,Levi Albuquerque,5,2022,Jacarecica,Maceió,0.92,0,5,BAIXO
197,2039857684,Ana Laura Peixoto,5,2024,Bom Parto,Maceió,0.97,0,5,BAIXO
198,7633552312,Catarina Almeida,7,2024,Santa Lúcia,Maceió,0.95,0,5,BAIXO
199,9855805817,Vicente Pastor,5,2024,Pitanguinha,Maceió,0.67,5,5,MEDIO
200,451543904,Luana Oliveira,4,2024,Jardim Brasil,Palmeira dos Índios,0.96,0,5,BAIXO
201,1290747662,Eloah Casa Grande,5,2025,Centro,Maceió,0.91,0,5,BAIXO
202,4334968332,Maria Luísa Pereira,5,2026,Mangabeiras,Maceió,0.94,0,5,BAIXO
203,70007164,Eloah Sampaio,4,2025,Ponta da Terra,Maceió,0.71,4,5,MEDIO
204,7613352482,Evelyn Pastor,3,2025,Pinheiro,Maceió,0.98,0,5,BAIXO
205,7350057377,Isabela Fernandes,6,2025,Cruz das Almas,Maceió,0.92,0,5,BAIXO
206,2319728490,Anthony Casa Grande,5,2026,Jacintinho,Maceió,0.62,5,5,ALTO
207,56192340,João Gabriel da Cruz,1,2026,Garça Torta,Maceió,0.76,1,5,MEDIO
208,3187893913,Maria Sophia Siqueira,5,2023,Farol,Maceió,0.87,0,5,BAIXO
209,6240288758,Hadassa Cavalcanti,2,2023,Serraria,Maceió,0.91,0,5,BAIXO
210,9466583342,Juan Cassiano,2,2024,Canaã,Maceió,0.78,1,5,MEDIO
211,6396287031,Davi Lucas Melo,3,2025,Vergel do Lago,Maceió,0.52,5,5,ALTO
212,4627768890,Emilly Monteiro,6,2022,Chã de Bebedouro,Maceió,0.93,0,5,BAIXO
213,6336200707,Rhavi da Rocha,4,2023,Serraria,Maceió,0.93,0,5,BAIXO
214,4496186390,Bruno Fogaça,1,2022,Canaã,Maceió,0.79,0,5,MEDIO
215,6558778688,Daniel Rodrigues,4,2026,Bom Parto,Maceió,0.79,1,5,MEDIO
216,732045544,Ian Rios,2,2023,Pajuçara,Maceió,0.57,5,5,ALTO
217,215118926,Augusto Jesus,1,2024,Santos Dumont,Maceió,0.78,0,5,MEDIO
218,7944854000,Matheus da Cunha,7,2024,Bom Parto,Maceió,0.52,5,5,ALTO
219,8244434742,Vitor Hugo Abreu,5,2023,Santa Amélia,Maceió,0.75,1,5,MEDIO
220,2000428465,Ana Lívia Garcia,5,2025,Feitosa,Maceió,0.95,0,5,BAIXO
221,7303664854,Yago Andrade,7,2024,Ipioca,Maceió,0.71,4,5,MEDIO
222,4506737746,Nina das Neves,4,2022,Fernão Velho,Maceió,0.75,2,5,MEDIO
223,1382632601,Luiz Felipe Monteiro,5,2024,Prado,Maceió,0.94,0,5,BAIXO
224,8993152138,Levi Aragão,5,2022,Canaã,Maceió,0.75,2,5,MEDIO
225,7032026175,Sophie da Paz,6,2024,Farol,Maceió,0.93,0,5,BAIXO
226,9076382659,Maria Cecília Aragão,3,2025,Cidade Universitária,Maceió,0.74,3,5,MEDIO
227,9159123258,João Gabriel da Conceição,2,2026,Ponta da Terra,Maceió,0.74,4,5,MEDIO
228,8668478034,Yago Rodrigues,2,2023,Pescaria,Maceió,0.73,4,5,MEDIO
229,8241750254,Davi Lucas da Rocha,4,2024,Gruta de Lourdes,Maceió,0.53,5,5,ALTO
230,5113799498,Oliver Sampaio,1,2023,Prado,Maceió,0.96,0,5,BAIXO
231,4006668837,Cecília Câmara,2,2024,Barro Duro,Maceió,0.56,5,5,ALTO
232,7202979436,Pedro Henrique Almeida,3,2024,Antares,Maceió,0.94,0,5,BAIXO
233,3489257581,Mateus Vargas,2,2023,Tabuleiro do Martins,Maceió,0.89,0,5,BAIXO
234,3009363367,Benicio Barros,2,2022,Centro,Barra de São Miguel,0.55,5,5,ALTO
235,5854043053,Francisco Sousa,1,2025,Jaraguá,Maceió,0.89,0,5,BAIXO
236,2757906038,Noah da Costa,2,2022,Jacarecica,Maceió,0.71,5,5,MEDIO
237,3019238458,Maya Monteiro,7,2023,Pontal da Barra,Maceió,0.68,5,5,MEDIO
238,1122403835,Vitor Hugo Caldeira,5,2026,Centro,Maceió,0.86,0,5,BAIXO
239,9434764092,Ana Vitória Teixeira,4,2025,Mutange,Maceió,0.91,0,5,BAIXO
240,8454259928,Julia Barbosa,5,2025,Barro Duro,Maceió,0.63,5,5,MEDIO
241,9990538471,Kaique Silva,5,2025,Ponta Grossa,Maceió,0.95,0,5,BAIXO
242,1003521051,Carolina Mendes,4,2026,Jacintinho,Maceió,0.94,0,5,BAIXO
243,1262037642,Ana Júlia Lopes,1,2024,Chã da Jaqueira,Maceió,0.92,0,5,BAIXO
244,4838822814,Diego Sá,6,2024,Centro,Maceió,0.75,2,5,MEDIO
245,9194777156,Sophia Novaes,6,2023,Levada,Maceió,0.92,0,5,BAIXO
246,5172716422,Aylla da Luz,4,2024,Vergel do Lago,Maceió,0.76,2,5,MEDIO
247,213847345,Ágatha Rodrigues,7,2022,Jaraguá,Maceió,0.92,0,5,BAIXO
248,3542501605,Valentim Silveira,6,2025,Jatiúca,Maceió,0.74,3,5,MEDIO
249,5256727492,Daniel Araújo,5,2023,Canaã,Maceió,0.95,0,5,BAIXO
250,8839119444,Maria Liz Rezende,1,2026,Prado,Maceió,0.6,5,5,ALTO
251,3108257215,Otávio das Neves,7,2025,Poço,Maceió,0.72,4,5,MEDIO
252,8511795453,Pedro Lucas Pimenta,6,2025,Levada,Maceió,0.71,5,5,MEDIO
253,6612830116,Henrique Castro,6,2023,Levada,Maceió,0.9,0,5,BAIXO
254,3112247377,Arthur Gabriel Pimenta,4,2024,Bebedouro,Maceió,0.72,4,5,MEDIO
255,6908313263,Vinicius Peixoto,6,2026,Trapiche da Barra,Maceió,0.74,3,5,MEDIO
256,8306381819,Ana Julia Rocha,4,2024,Rio Novo,Maceió,0.93,0,5,BAIXO
257,2476103285,Isis Mendonça,4,2022,Ponta Verde,Maceió,0.88,0,5,BAIXO
258,6183368183,Luna Novais,4,2026,Ouro Preto,Maceió,0.53,5,5,ALTO
259,3580629077,Asafe Almeida,1,2024,Ponta Verde,Maceió,0.71,4,5,MEDIO
260,8399977340,Eloá Andrade,4,2025,Poço,Maceió,0.89,0,5,BAIXO
261,1038587691,Eloá Barbosa,1,2026,Barro Duro,Maceió,0.9,0,5,BAIXO
262,9623745076,Bella Nogueira,6,2024,Centro,Maceió,0.74,3,5,MEDIO
263,3315042304,Hadassa Pereira,2,2026,Cidade Universitária,Maceió,0.78,0,5,MEDIO
264,9280071383,Valentim Martins,2,2022,Feitosa,Maceió,0.48,5,5,ALTO
265,1039154450,Nina Ramos,5,2025,Chã da Jaqueira,Maceió,0.65,5,5,ALTO
266,5343389134,Benjamin Cavalcanti,6,2026,Mangabeiras,Maceió,0.92,0,5,BAIXO
267,2900328921,Isaac Barbosa,7,2025,Gruta de Lourdes,Maceió,0.51,5,5,ALTO
268,1991202476,Calebe Barbosa,5,2026,Mangabeiras,Maceió,0.74,3,5,MEDIO
269,3639745727,Rhavi Macedo,5,2022,Bebedouro,Maceió,0.59,5,5,ALTO
270,9492292989,Guilherme Camargo,6,2025,Prado,Maceió,0.55,5,5,ALTO
271,1602185576,Kamilly Dias,2,2026,Benedito Bentes,Maceió,0.91,0,5,BAIXO
272,9401808430,Giovanna Lopes,4,2024,Feitosa,Maceió,0.9,0,5,BAIXO
273,9449849187,Nina Pacheco,5,2026,Vergel do Lago,Maceió,0.57,5,5,ALTO
274,9876938260,Agatha Ferreira,1,2024,Clima Bom,Maceió,0.93,0,5,BAIXO
275,4307483231,Jade Caldeira,2,2025,Pinheiro,Maceió,0.91,0,5,BAIXO
276,6045745130,Pedro Barbosa,6,2025,Chã de Bebedouro,Maceió,0.72,4,5,MEDIO
277,1277578295,Daniel Azevedo,1,2025,Caititus,Arapiraca,0.56,5,5,ALTO
278,1153077606,Augusto Fernandes,5,2024,Rio Novo,Maceió,0.8,0,5,MEDIO
279,7870343507,Maria Laura Moreira,1,2022,Jardim Petrópolis,Maceió,0.72,5,5,MEDIO
280,8865610215,Manuela Santos,4,2023,Bom Parto,Maceió,0.52,5,5,ALTO
281,1707774912,Alexia Souza,2,2026,Tabuleiro do Martins,Maceió,0.96,0,5,BAIXO
282,1302659987,Gustavo Cavalcanti,4,2026,Bebedouro,Maceió,0.9,0,5,BAIXO
283,815781593,João da Luz,6,2023,Santa Lúcia,Maceió,0.73,4,5,MEDIO
284,2018574282,Yuri Santos,2,2025,Jaraguá,Maceió,0.94,0,5,BAIXO
285,7681836457,Luna Caldeira,5,2026,Mutange,Maceió,0.94,0,5,BAIXO
286,5999341727,Mariah Pastor,4,2022,Rio Novo,Maceió,0.92,0,5,BAIXO
287,3317647642,Lívia Abreu,6,2026,Primavera,Arapiraca,0.51,5,5,ALTO
